Question,Answer,Tags
Traffic Shifting (deployment),Gradual shift from old to new version,"notes,deployment"
Canary (deployment),"10% traffic, then 100% if successful","notes,deployment"
Linear (deployment),Gradually increase traffic in steps,"notes,deployment"
All-at-once (deployment),Immediate switch to new version,"notes,deployment"
OneAtATime (deployment),Deploy to one instance at a time,"notes,deployment"
HalfAtATime (deployment),Deploy to 50% of instances,"notes,deployment"
AllAtOnce (deployment),Deploy to all instances simultaneously,"notes,deployment"
Custom (deployment),Define custom percentage or count,"notes,deployment"
Languages (deployment),"Java, .NET, PHP, Node.js, Python, Ruby, Go","notes,deployment"
Containers (deployment),Docker (single/multi-container),"notes,deployment"
EC2 (troubleshooting optimization),"CPUUtilization, NetworkIn/Out, DiskReadOps/WriteOps","notes,troubleshooting-optimization"
Lambda (troubleshooting optimization),"Invocations, Duration, Errors, Throttles, ConcurrentExecutions","notes,troubleshooting-optimization"
DynamoDB (troubleshooting optimization),"ConsumedReadCapacityUnits, ConsumedWriteCapacityUnits, UserErrors","notes,troubleshooting-optimization"
API Gateway (troubleshooting optimization),"Count, Latency, 4XXError, 5XXError","notes,troubleshooting-optimization"
SQS (troubleshooting optimization),"ApproximateNumberOfMessagesVisible, ApproximateAgeOfOldestMessage","notes,troubleshooting-optimization"
OK (troubleshooting optimization),Metric is within threshold,"notes,troubleshooting-optimization"
ALARM (troubleshooting optimization),Metric has breached threshold,"notes,troubleshooting-optimization"
INSUFFICIENT_DATA (troubleshooting optimization),Not enough data to evaluate,"notes,troubleshooting-optimization"
Trace (troubleshooting optimization),End-to-end journey of a request,"notes,troubleshooting-optimization"
Segment (troubleshooting optimization),Work done by a single service,"notes,troubleshooting-optimization"
Subsegment (troubleshooting optimization),More granular view of work within a segment,"notes,troubleshooting-optimization"
Annotations (troubleshooting optimization),Key-value pairs for indexing and filtering,"notes,troubleshooting-optimization"
Metadata (troubleshooting optimization),Additional data not indexed,"notes,troubleshooting-optimization"
Service Nodes (troubleshooting optimization),Individual services in architecture,"notes,troubleshooting-optimization"
Edges (troubleshooting optimization),Connections between services,"notes,troubleshooting-optimization"
Response Time (troubleshooting optimization),Average latency between services,"notes,troubleshooting-optimization"
Request Rate (troubleshooting optimization),Requests per second,"notes,troubleshooting-optimization"
Error Rate (troubleshooting optimization),Percentage of failed requests,"notes,troubleshooting-optimization"
