Question,Answer,Tags
Validation (deployment migration),Enable data validation to compare source and target,"notes,deployment-migration"
Pre-migration assessment (deployment migration),Identify potential issues before migration,"notes,deployment-migration"
Green (auto-converted) (deployment migration),"Automatic conversion, no manual work","notes,deployment-migration"
Yellow (needs review) (deployment migration),Converted but verify behavior,"notes,deployment-migration"
Red (manual conversion) (deployment migration),"Cannot auto-convert, requires manual rewrite","notes,deployment-migration"
Managed planned failover (deployment migration),"Controlled switchover, RPO = 0","notes,deployment-migration"
Unplanned failover (detach) (deployment migration),"Promote secondary, RPO typically < 1 second","notes,deployment-migration"
Write forwarding (deployment migration),Secondary region forwards writes to primary (adds latency),"notes,deployment-migration"
Required maintenance (management operations),Applied automatically in the window (or immediately if critical),"notes,management-operations"
Optional maintenance (management operations),Deferred until you apply manually,"notes,management-operations"
Copy snapshots cross-region (management operations),For disaster recovery,"notes,management-operations"
Share snapshots cross-account (management operations),For environment replication,"notes,management-operations"
Export to S3 (management operations),For analytics (Aurora and RDS - Parquet format),"notes,management-operations"
Restore (management operations),Creates a new DB instance from snapshot (new endpoint),"notes,management-operations"
DB Load (management operations),Number of active sessions (compare to vCPU count),"notes,management-operations"
Top SQL (management operations),Identify most expensive queries,"notes,management-operations"
Wait events (management operations),"Understand what database is waiting on (I/O, locks, CPU, etc.)","notes,management-operations"
On-demand mode (management operations),"Automatic scaling, pay per request","notes,management-operations"
Provisioned mode (management operations),"Specify RCU/WCU, with optional auto-scaling","notes,management-operations"
On-demand backup (management operations),"Full table backup, no performance impact","notes,management-operations"
Point-in-time recovery (PITR) (management operations),"Continuous backups, restore to any second in last 35 days","notes,management-operations"
AWS Backup integration (management operations),Centralized backup management with lifecycle policies,"notes,management-operations"
CPU (monitoring troubleshooting),"User, system, idle, wait, steal (important for shared instances)","notes,monitoring-troubleshooting"
Memory (monitoring troubleshooting),"Total, free, cached, buffered, active, inactive","notes,monitoring-troubleshooting"
I/O (monitoring troubleshooting),"Read/write throughput, IOPS, latency, queue depth per device","notes,monitoring-troubleshooting"
Network (monitoring troubleshooting),Receive/transmit throughput,"notes,monitoring-troubleshooting"
Processes (monitoring troubleshooting),"Number of running, sleeping, zombie processes","notes,monitoring-troubleshooting"
File system (monitoring troubleshooting),"Used space, free space","notes,monitoring-troubleshooting"
ProvisionedThroughputExceededException (monitoring troubleshooting),Exceeded RCU/WCU,"notes,monitoring-troubleshooting"
Hot partition (monitoring troubleshooting),One partition receiving disproportionate traffic,"notes,monitoring-troubleshooting"
Burst capacity (monitoring troubleshooting),300 seconds of unused capacity available for bursts,"notes,monitoring-troubleshooting"
Adaptive capacity (monitoring troubleshooting),Automatically redistributes throughput to hot partitions,"notes,monitoring-troubleshooting"
Workaround (security),Take snapshot - copy snapshot with encryption - restore from encrypted snapshot,"notes,security"
Oracle TDE (security),"Encrypts data at tablespace level, managed by Oracle","notes,security"
SQL Server TDE (security),Encrypts database files at rest,"notes,security"
AWS owned key (security),"Default, no cost, no CloudTrail visibility","notes,security"
Customer managed key (security),"Full control, rotation, key policies, extra cost","notes,security"
At-rest encryption (security),"AES-256, must be enabled at cluster creation","notes,security"
In-transit encryption (security),TLS for connections between nodes and clients,"notes,security"
Asynchronous mode (security),"Minimal performance impact, possible data loss","notes,security"
Synchronous mode (security),"Guaranteed delivery, slight performance impact","notes,security"
