Question,Answer,Tags
Insecure API (threats vulnerabilities),"Missing authentication, injection flaws","notes,threats-vulnerabilities"
Default credentials (threats vulnerabilities),Factory passwords not changed,"notes,threats-vulnerabilities"
Open ports and services (threats vulnerabilities),Unnecessary services running,"notes,threats-vulnerabilities"
Permissive permissions (threats vulnerabilities),Overly broad access rights,"notes,threats-vulnerabilities"
Missing encryption (threats vulnerabilities),Data transmitted or stored in cleartext,"notes,threats-vulnerabilities"
Misconfigured cloud storage (threats vulnerabilities),"Public S3 buckets, blob access","notes,threats-vulnerabilities"
Missing security headers (threats vulnerabilities),"HSTS, CSP, X-Frame-Options","notes,threats-vulnerabilities"
Firmware (threats vulnerabilities),Outdated firmware with known exploits,"notes,threats-vulnerabilities"
Side-channel attacks (threats vulnerabilities),"Spectre, Meltdown (CPU cache timing)","notes,threats-vulnerabilities"
End-of-life hardware (threats vulnerabilities),No longer receiving security updates,"notes,threats-vulnerabilities"
Physical access (threats vulnerabilities),"Unprotected hardware ports, missing encryption","notes,threats-vulnerabilities"
Social engineering susceptibility (threats vulnerabilities),Lack of security awareness,"notes,threats-vulnerabilities"
Poor password practices (threats vulnerabilities),"Reuse, simple passwords, sharing","notes,threats-vulnerabilities"
Phishing susceptibility (threats vulnerabilities),Clicking malicious links,"notes,threats-vulnerabilities"
Shadow IT (threats vulnerabilities),Using unauthorized tools and services,"notes,threats-vulnerabilities"
Insider negligence (threats vulnerabilities),Accidental data exposure,"notes,threats-vulnerabilities"
Pre-admission (security architecture),Verify before connecting,"notes,security-architecture"
Post-admission (security architecture),Monitor after connection,"notes,security-architecture"
ECB (security architecture),"Electronic Codebook (insecure, patterns visible)","notes,security-architecture"
CBC (security architecture),"Cipher Block Chaining (secure, sequential)","notes,security-architecture"
CTR (security architecture),Counter mode (parallelizable),"notes,security-architecture"
GCM (security architecture),"Galois/Counter Mode (authenticated encryption, recommended)","notes,security-architecture"
Diffie-Hellman (DH) (security architecture),Allows two parties to establish shared secret over insecure channel,"notes,security-architecture"
ECDH (security architecture),"Elliptic curve variant of DH (smaller keys, same security)","notes,security-architecture"
RSA key transport (security architecture),Encrypt symmetric key with recipient's public key,"notes,security-architecture"
Perfect Forward Secrecy (PFS) (security architecture),Use ephemeral keys so compromising long-term key doesn't expose past sessions,"notes,security-architecture"
Certificate Authority (CA) (security architecture),"Issues, signs, and manages certificates","notes,security-architecture"
Registration Authority (RA) (security architecture),Verifies identity of certificate requestors,"notes,security-architecture"
Certificate Revocation List (CRL) (security architecture),Published list of revoked certificates,"notes,security-architecture"
OCSP (Online Certificate Status Protocol) (security architecture),Real-time certificate status checking,"notes,security-architecture"
OCSP stapling (security architecture),Server includes OCSP response with certificate (faster),"notes,security-architecture"
Certificate repository (security architecture),Storage for issued certificates and CRLs,"notes,security-architecture"
Transport mode (security architecture),"Encrypts payload only, original header intact","notes,security-architecture"
Tunnel mode (security architecture),"Encrypts entire original packet, new header added","notes,security-architecture"
DMZ (security architecture),Demilitarized zone for public-facing services,"notes,security-architecture"
Internal (security architecture),Corporate network for employees,"notes,security-architecture"
Guest (security architecture),Isolated network for visitors,"notes,security-architecture"
IoT (security architecture),Separate network for IoT devices,"notes,security-architecture"
Management (security architecture),Restricted network for admin access,"notes,security-architecture"
Geographic dispersal (security architecture),Resources in multiple locations,"notes,security-architecture"
Load balancing (security architecture),Distribute across healthy instances,"notes,security-architecture"
Clustering (security architecture),Active-active or active-passive,"notes,security-architecture"
Redundant storage (security architecture),RAID levels for disk redundancy,"notes,security-architecture"
3-2-1 Rule (security architecture),"3 copies, 2 different media types, 1 offsite","notes,security-architecture"
DR site types (security architecture),"Hot (immediate), warm (hours), cold (days)","notes,security-architecture"
True positive (security operations),Correctly identified real threat,"notes,security-operations"
False positive (security operations),Alert triggered but no actual threat,"notes,security-operations"
True negative (security operations),Correctly identified no threat,"notes,security-operations"
False negative (security operations),Missed actual threat (most dangerous),"notes,security-operations"
Tactical (security operations),"IoCs, malware signatures, IP addresses (immediate use)","notes,security-operations"
Operational (security operations),"TTPs, campaign details, threat actor profiles (days/weeks)","notes,security-operations"
Strategic (security operations),"Trends, motivations, geopolitical context (long-term planning)","notes,security-operations"
Direct evidence (security operations),Proves fact directly (log showing access),"notes,security-operations"
Circumstantial (security operations),Implies but doesn't prove (location near incident),"notes,security-operations"
Corroborating (security operations),Supports other evidence,"notes,security-operations"
Documentary (security operations),"Written records, logs, policies","notes,security-operations"
Legal hold (security operations),Preserve all potentially relevant data,"notes,security-operations"
e-Discovery (security operations),Electronic discovery for legal proceedings,"notes,security-operations"
Jurisdiction (security operations),Where incident occurred vs where data is stored,"notes,security-operations"
Privacy (security operations),Employee privacy vs investigation needs,"notes,security-operations"
Admissibility (security operations),Evidence must be properly collected and documented,"notes,security-operations"
Pattern matching (security operations),Search for known attack signatures,"notes,security-operations"
Anomaly detection (security operations),Identify deviations from baseline,"notes,security-operations"
Correlation (security operations),Link events across multiple log sources,"notes,security-operations"
Timeline analysis (security operations),Reconstruct sequence of events,"notes,security-operations"
Statistical analysis (security operations),Identify unusual volumes or frequencies,"notes,security-operations"
User behavior analytics (security operations),Detect anomalous user activity,"notes,security-operations"
Credentialed (security operations),Authenticated scan with system access (more thorough),"notes,security-operations"
Non-credentialed (security operations),External scan without authentication (attacker's view),"notes,security-operations"
Internal (security operations),Scan from inside the network,"notes,security-operations"
External (security operations),Scan from outside the network (public-facing),"notes,security-operations"
Active (security operations),Send probes to targets (may cause disruption),"notes,security-operations"
Passive (security operations),Monitor traffic without sending probes (non-disruptive),"notes,security-operations"
Base metrics (security operations),"Inherent characteristics (attack vector, complexity, impact)","notes,security-operations"
Temporal metrics (security operations),"Change over time (exploit availability, patch status)","notes,security-operations"
Environmental metrics (security operations),Organization-specific context,"notes,security-operations"
Network penetration test (security operations),Infrastructure and network devices,"notes,security-operations"
Web application test (security operations),OWASP testing guide,"notes,security-operations"
Social engineering test (security operations),"Phishing campaigns, physical access","notes,security-operations"
Wireless test (security operations),Wi-Fi security assessment,"notes,security-operations"
Physical test (security operations),Physical security controls,"notes,security-operations"
Red team (security operations),"Full-scope, adversary simulation","notes,security-operations"
Blue team (security operations),Defensive security testing,"notes,security-operations"
Purple team (security operations),Collaborative red + blue team,"notes,security-operations"
Provisioning (security operations),Create accounts with appropriate access,"notes,security-operations"
Review (security operations),Regular access reviews and recertification,"notes,security-operations"
De-provisioning (security operations),Disable/remove accounts when no longer needed,"notes,security-operations"
Service accounts (security operations),Manage and rotate credentials,"notes,security-operations"
Shared accounts (security operations),Avoid or implement strict controls,"notes,security-operations"
Guest accounts (security operations),"Limited access, time-restricted","notes,security-operations"
Data owner (governance compliance),Business executive responsible for data classification and policy,"notes,governance-compliance"
Data custodian (governance compliance),IT staff responsible for implementing technical controls,"notes,governance-compliance"
Data processor (governance compliance),Entity that processes data on behalf of controller (GDPR),"notes,governance-compliance"
Data controller (governance compliance),Entity that determines purposes of data processing (GDPR),"notes,governance-compliance"
Data steward (governance compliance),Ensures data quality and compliance with policies,"notes,governance-compliance"
Data subject (governance compliance),Individual whose data is being processed,"notes,governance-compliance"
Risk (governance compliance),Potential for loss or damage,"notes,governance-compliance"
Threat (governance compliance),Potential danger that could exploit a vulnerability,"notes,governance-compliance"
Vulnerability (governance compliance),Weakness that could be exploited by a threat,"notes,governance-compliance"
Impact (governance compliance),Business consequence if risk materializes,"notes,governance-compliance"
Likelihood (governance compliance),Probability the risk will occur,"notes,governance-compliance"
Risk appetite (governance compliance),Amount of risk an organization is willing to accept,"notes,governance-compliance"
Risk tolerance (governance compliance),Acceptable variation from risk appetite,"notes,governance-compliance"
Residual risk (governance compliance),Risk remaining after controls are applied,"notes,governance-compliance"
Inherent risk (governance compliance),Risk before any controls are applied,"notes,governance-compliance"
Asset Value (AV) (governance compliance),Dollar value of the asset,"notes,governance-compliance"
Exposure Factor (EF) (governance compliance),Percentage of asset lost in incident (0-100%),"notes,governance-compliance"
Annual Rate of Occurrence (ARO) (governance compliance),Expected incidents per year,"notes,governance-compliance"
Maximum Tolerable Downtime (MTD) (governance compliance),Longest acceptable outage,"notes,governance-compliance"
Recovery Time Objective (RTO) (governance compliance),Target time to restore,"notes,governance-compliance"
Recovery Point Objective (RPO) (governance compliance),Maximum acceptable data loss,"notes,governance-compliance"
Mean Time Between Failures (MTBF) (governance compliance),Average uptime between failures,"notes,governance-compliance"
Mean Time to Repair (MTTR) (governance compliance),Average time to fix,"notes,governance-compliance"
SLA (governance compliance),Service level commitments with penalties,"notes,governance-compliance"
Right to audit (governance compliance),Ability to assess vendor security,"notes,governance-compliance"
Breach notification (governance compliance),Timeline and requirements for disclosure,"notes,governance-compliance"
Data handling (governance compliance),"Encryption, access controls, retention","notes,governance-compliance"
Liability and indemnification (governance compliance),Who bears the cost of incidents,"notes,governance-compliance"
Insurance (governance compliance),Cyber insurance requirements,"notes,governance-compliance"
Termination (governance compliance),Data return and destruction upon contract end,"notes,governance-compliance"
Compliance (governance compliance),Regulatory compliance requirements,"notes,governance-compliance"
Vulnerability assessment (governance compliance),Identify security weaknesses,"notes,governance-compliance"
Penetration test (governance compliance),Attempt to exploit vulnerabilities,"notes,governance-compliance"
Risk assessment (governance compliance),Evaluate threats and their impact,"notes,governance-compliance"
Gap analysis (governance compliance),Compare current state to desired state/framework,"notes,governance-compliance"
Compliance assessment (governance compliance),Verify adherence to regulations,"notes,governance-compliance"
Tabletop exercise (governance compliance),Discussion-based incident simulation,"notes,governance-compliance"
Security audit (governance compliance),Formal review of security controls,"notes,governance-compliance"
