Question,Answer,Tags
Hub (networking concepts),"Layer 1, repeats to all ports, one collision domain. Obsolete.","notes,networking-concepts"
Switch (networking concepts),"Layer 2, forwards by MAC address, each port its own collision domain.","notes,networking-concepts"
Router (networking concepts),"Layer 3, forwards between networks by IP, separates broadcast domains.","notes,networking-concepts"
Firewall (networking concepts),filters traffic by rule. Stateful firewalls track connection state.,"notes,networking-concepts"
Load balancer (networking concepts),distributes traffic across servers. See load balancing deep dive.,"notes,networking-concepts"
Proxy (networking concepts),"forward proxies act for clients, reverse proxies act for servers.","notes,networking-concepts"
IDS / IPS (networking concepts),an IDS detects and alerts; an IPS sits inline and blocks.,"notes,networking-concepts"
Wireless controller (networking concepts),centrally manages access points.,"notes,networking-concepts"
Content delivery network (CDN) (networking concepts),geographically distributed caching. See CDN explained.,"notes,networking-concepts"
Static route (network implementation),"manually configured. Predictable, no protocol overhead, does not adapt to failure.","notes,network-implementation"
Dynamic route (network implementation),"learned from a routing protocol. Adapts automatically, at the cost of complexity and CPU.","notes,network-implementation"
Default route (network implementation),"0.0.0.0/0, the route of last resort.","notes,network-implementation"
Administrative distance (AD) (network implementation),trustworthiness of a route source when two protocols offer the same destination. Lower wins.,"notes,network-implementation"
Metric (network implementation),the cost used to choose between routes *within* one protocol.,"notes,network-implementation"
Longest prefix match (network implementation),"the most specific matching route wins, regardless of protocol or metric. This rule is applied before AD.","notes,network-implementation"
RIP (network implementation),"distance vector, metric is hop count, maximum 15 hops. Simple and slow to converge.","notes,network-implementation"
OSPF (network implementation),"link state, metric is cost derived from bandwidth, organized into areas with area 0 as the backbone. The most commonly tested interior protocol.","notes,network-implementation"
EIGRP (network implementation),"Cisco's advanced distance vector, metric from bandwidth and delay.","notes,network-implementation"
BGP (network implementation),"path vector, the routing protocol of the internet, chooses paths between autonomous systems using policy rather than pure speed.","notes,network-implementation"
Interior gateway protocol (IGP) (network implementation),"runs within one autonomous system: RIP, OSPF, EIGRP.","notes,network-implementation"
Exterior gateway protocol (EGP) (network implementation),runs between autonomous systems: BGP.,"notes,network-implementation"
Convergence (network implementation),the time for all routers to agree on the topology after a change.,"notes,network-implementation"
VLAN (Virtual LAN) (network implementation),a logical broadcast domain. Hosts in different VLANs need a router to communicate.,"notes,network-implementation"
Access port (network implementation),"carries one VLAN, connects to an end device.","notes,network-implementation"
Trunk port (network implementation),"carries multiple VLANs between switches, tagging frames with 802.1Q.","notes,network-implementation"
Native VLAN (network implementation),the untagged VLAN on a trunk. Mismatched native VLANs cause traffic to leak between VLANs.,"notes,network-implementation"
Voice VLAN (network implementation),"a separate VLAN for IP phones, so voice traffic is isolated and prioritized.","notes,network-implementation"
Inter-VLAN routing (network implementation),performed by a Layer 3 switch or a router-on-a-stick subinterface configuration.,"notes,network-implementation"
STP (802.1D) (network implementation),"prevents Layer 2 loops by blocking redundant paths. Without it, a loop causes a broadcast storm that collapses the network.","notes,network-implementation"
RSTP (802.1w) (network implementation),"rapid STP, converges in seconds rather than tens of seconds.","notes,network-implementation"
Root bridge (network implementation),"the reference point of the spanning tree, elected by lowest bridge ID.","notes,network-implementation"
PortFast (network implementation),"moves an access port straight to forwarding, for end devices only.","notes,network-implementation"
BPDU guard (network implementation),"disables a port that receives a BPDU, protecting against a rogue switch.","notes,network-implementation"
Root guard (network implementation),prevents a downstream switch from becoming root.,"notes,network-implementation"
"Link aggregation (LACP, 802.3ad) (network implementation)",bundles physical links into one logical link for bandwidth and redundancy.,"notes,network-implementation"
Port security (network implementation),restricts which MAC addresses may use a port.,"notes,network-implementation"
Port mirroring (SPAN) (network implementation),copies traffic to a monitoring port for capture.,"notes,network-implementation"
Power over Ethernet (PoE) (network implementation),"delivers power over the data cable. 802.3af is roughly 15 W, 802.3at (PoE+) roughly 30 W, 802.3bt (PoE++) higher still. Check the power budget of the switch, not just the port.","notes,network-implementation"
Channel planning (network implementation),"in 2.4 GHz only channels 1, 6, and 11 are non-overlapping. Overlapping channels are a leading cause of poor performance.","notes,network-implementation"
Co-channel interference (network implementation),neighboring access points on the same channel contending for airtime.,"notes,network-implementation"
Service set identifier (SSID) (network implementation),the wireless network name.,"notes,network-implementation"
BSSID (network implementation),"the MAC address of the radio, identifying a specific access point.","notes,network-implementation"
Antenna types (network implementation),"omnidirectional radiates in all directions; directional (Yagi, parabolic) focuses energy for point-to-point links.","notes,network-implementation"
Site survey and heat map (network implementation),measuring actual coverage and interference before and after deployment.,"notes,network-implementation"
WPA2 (network implementation),AES-CCMP encryption. Still widespread.,"notes,network-implementation"
WPA3 (network implementation),"replaces the pre-shared key handshake with SAE, protecting against offline dictionary attacks.","notes,network-implementation"
802.1X (network implementation),"port-based network access control, authenticating users rather than sharing one key. Uses EAP with a RADIUS server.","notes,network-implementation"
EAP variants (network implementation),PEAP and EAP-TTLS tunnel credentials inside TLS; EAP-TLS uses certificates on both sides and is the strongest.,"notes,network-implementation"
Captive portal (network implementation),intercepts web traffic to force authentication or acceptance of terms.,"notes,network-implementation"
Twisted pair categories (network implementation),"Cat 5e up to 1 Gbps, Cat 6 up to 10 Gbps over shorter runs, Cat 6a 10 Gbps to 100 m, Cat 8 for short data-center runs.","notes,network-implementation"
100 meter limit (network implementation),"the maximum copper Ethernet run, 90 m of solid cable plus 10 m of patch leads.","notes,network-implementation"
Fiber: single-mode versus multimode (network implementation),single-mode carries one light path over long distances; multimode is cheaper and used for shorter runs.,"notes,network-implementation"
Straight-through versus crossover (network implementation),"modern equipment auto-negotiates with Auto-MDIX, making crossover cables largely historical.","notes,network-implementation"
Rack units (U) (network implementation),1.75 inches of vertical rack space each.,"notes,network-implementation"
Environmental factors (network implementation),"temperature, humidity, and airflow. Hot aisle and cold aisle containment manages data-center heat.","notes,network-implementation"
Grounding and bonding (network implementation),"protects equipment and people, and reduces interference.","notes,network-implementation"
Physical network diagram (network operations),"cabling, ports, racks, and where equipment physically sits.","notes,network-operations"
Logical network diagram (network operations),"IP subnets, VLANs, and routing relationships, independent of physical layout.","notes,network-operations"
Rack diagram (network operations),elevation showing what occupies each rack unit.,"notes,network-operations"
Wiring and port location diagram (network operations),which wall port terminates on which patch panel port and switch port.,"notes,network-operations"
IP address management (IPAM) (network operations),the authoritative record of allocated addresses and subnets. Prevents duplicate assignments.,"notes,network-operations"
Asset inventory (network operations),"hardware and software owned, with lifecycle status.","notes,network-operations"
Baseline configuration (network operations),the approved standard configuration for a device class. Drift from baseline is a change to investigate.,"notes,network-operations"
Site survey report (network operations),documented wireless coverage and interference measurements.,"notes,network-operations"
Audit and assessment report (network operations),findings from a formal review against a standard.,"notes,network-operations"
SNMP (network operations),polls devices for status. Traps are unsolicited alerts from the device.,"notes,network-operations"
Syslog (network operations),centralized event logging. Severity runs 0 (emergency) to 7 (debug); lower numbers are more severe.,"notes,network-operations"
NetFlow / sFlow / IPFIX (network operations),"flow data describing who talked to whom, how much, and for how long. Flow data answers bandwidth questions that packet capture is too heavy for.","notes,network-operations"
Packet capture (network operations),"full payload, highest detail, highest storage cost.","notes,network-operations"
SIEM (network operations),"aggregates and correlates logs, generating alerts.","notes,network-operations"
Network discovery (network operations),"identifying what is present, actively by scanning or passively by observing.","notes,network-operations"
Bandwidth (network operations),theoretical maximum capacity of a link.,"notes,network-operations"
Throughput (network operations),the data rate actually achieved.,"notes,network-operations"
Latency (network operations),delay for a packet to travel end to end.,"notes,network-operations"
Jitter (network operations),variation in latency between packets. The metric that ruins voice and video even when average latency is acceptable.,"notes,network-operations"
Packet loss (network operations),packets that never arrive. Small percentages devastate TCP throughput.,"notes,network-operations"
High availability (HA) (network operations),designing so that a single failure does not cause an outage.,"notes,network-operations"
Active-active (network operations),all nodes serve traffic; provides load sharing and failover.,"notes,network-operations"
Active-passive (network operations),"a standby takes over on failure; simpler, wastes capacity.","notes,network-operations"
Clustering (network operations),multiple systems presenting as one service.,"notes,network-operations"
NIC teaming (network operations),bonding multiple network adapters on a host for redundancy or throughput.,"notes,network-operations"
First hop redundancy (FHRP) (network operations),"protocols such as VRRP and HSRP present a virtual gateway IP shared by two routers, so gateway failure is transparent.","notes,network-operations"
Load balancing (network operations),distributing requests across servers.,"notes,network-operations"
"Cold, warm, and hot site (network operations)","a cold site is space and power only, a warm site has equipment but stale data, a hot site is ready to take traffic immediately. Cost rises with readiness.","notes,network-operations"
RTO (Recovery Time Objective) (network operations),how quickly service must be restored.,"notes,network-operations"
RPO (Recovery Point Objective) (network operations),"how much data loss is acceptable, expressed as time.","notes,network-operations"
MTBF (Mean Time Between Failures) (network operations),average operating time between failures of a repairable system.,"notes,network-operations"
MTTR (Mean Time To Repair) (network operations),average time to restore after a failure.,"notes,network-operations"
SLA (Service Level Agreement) (network operations),"a commitment to a measurable service level, usually with penalties.","notes,network-operations"
MOU (Memorandum of Understanding) (network operations),"a statement of intent between parties, generally not legally binding.","notes,network-operations"
NDA (Non-Disclosure Agreement) (network operations),confidentiality obligations.,"notes,network-operations"
AUP (Acceptable Use Policy) (network operations),what users may and may not do with company systems.,"notes,network-operations"
BYOD policy (network operations),terms for personal devices on the corporate network.,"notes,network-operations"
SOP (Standard Operating Procedure) (network operations),the documented way a routine task is performed.,"notes,network-operations"
Onboarding and offboarding (network operations),"account and asset provisioning and, critically, revocation.","notes,network-operations"
Data loss prevention (DLP) (network operations),controls detecting and blocking sensitive data leaving the organization.,"notes,network-operations"
Change management (network operations),"the process for requesting, assessing, approving, and recording changes.","notes,network-operations"
Change request (network operations),"the record: reason, scope, risk, rollback plan, and approver.","notes,network-operations"
Rollback plan (network operations),"how to undo the change if it fails. Required before approval, not written during the outage.","notes,network-operations"
Maintenance window (network operations),the agreed period for disruptive work.,"notes,network-operations"
Configuration management (network operations),"keeping device configurations consistent, versioned, and recoverable.","notes,network-operations"
Configuration drift (network operations),accumulated undocumented differences from the baseline.,"notes,network-operations"
In-band management (network operations),"managing a device over the production network. Simple, but unavailable exactly when the network is broken.","notes,network-operations"
Out-of-band management (network operations),"a separate path, such as a console server or dedicated management port, that works when the production network does not.","notes,network-operations"
Jump box / bastion host (network operations),a hardened intermediary through which administrative access is funnelled.,"notes,network-operations"
VPN (network operations),encrypted remote access. Site-to-site connects networks; client-to-site connects individual users.,"notes,network-operations"
Confidentiality (network security),only authorized parties can read the data.,"notes,network-security"
Integrity (network security),data has not been altered.,"notes,network-security"
Availability (network security),the service is reachable when needed.,"notes,network-security"
Least privilege (network security),grant the minimum access needed to do the job.,"notes,network-security"
Defense in depth (network security),layered controls so one failure is not fatal.,"notes,network-security"
Zero trust (network security),no implicit trust from network location; verify every request.,"notes,network-security"
Separation of duties (network security),split sensitive tasks so no single person can act unchecked.,"notes,network-security"
ARP poisoning / ARP spoofing (network security),"forged ARP replies map the attacker's MAC to another host's IP, putting the attacker in the path. Mitigated by dynamic ARP inspection.","notes,network-security"
MAC flooding (network security),"overwhelming a switch's MAC table so it floods frames to all ports, letting the attacker sniff. Mitigated by port security.","notes,network-security"
VLAN hopping (network security),"reaching a VLAN you should not, by double tagging or by negotiating a trunk. Mitigated by disabling auto-trunking and changing the native VLAN.","notes,network-security"
Rogue DHCP server (network security),hands out bad gateway or DNS settings. Mitigated by DHCP snooping.,"notes,network-security"
Spanning tree manipulation (network security),injecting BPDUs to become root and redirect traffic. Mitigated by BPDU guard and root guard.,"notes,network-security"
On-path attack (formerly man-in-the-middle) (network security),the attacker relays and possibly alters traffic between two parties.,"notes,network-security"
DNS poisoning (network security),corrupting resolver cache so a name resolves to an attacker address. Mitigated by DNSSEC.,"notes,network-security"
DoS and DDoS (network security),exhausting resources so legitimate users cannot be served. DDoS uses many sources.,"notes,network-security"
Amplification attack (network security),"small requests to a third party produce large responses aimed at the victim, commonly abusing DNS or NTP.","notes,network-security"
Session hijacking (network security),stealing a valid session token to impersonate a user.,"notes,network-security"
Denial via resource exhaustion (network security),SYN floods leaving half-open connections.,"notes,network-security"
Evil twin (network security),a rogue access point advertising a legitimate SSID to harvest credentials or intercept traffic.,"notes,network-security"
Rogue access point (network security),"any unauthorized AP attached to the network, often installed by an employee for convenience.","notes,network-security"
Deauthentication attack (network security),"forged management frames disconnect clients, often to force a reconnection the attacker can capture. 802.11w management frame protection mitigates it.","notes,network-security"
"Phishing, spear phishing, whaling (network security)","fraudulent messages, targeted at anyone, at a specific person, or at an executive.","notes,network-security"
Tailgating and piggybacking (network security),"following an authorized person through a controlled door, without and with their awareness respectively.","notes,network-security"
Shoulder surfing (network security),observing credentials being entered.,"notes,network-security"
Social engineering (network security),manipulating people rather than technology. Training is the control.,"notes,network-security"
Firewall (network security),filters by rule. Stateless firewalls inspect each packet alone; stateful firewalls track connection state.,"notes,network-security"
Next-generation firewall (NGFW) (network security),"adds application awareness, user identity, and integrated IPS.","notes,network-security"
IDS versus IPS (network security),"an IDS observes a copy and alerts; an IPS sits inline and can drop. An IPS can cause an outage if it false-positives, which is the usual trade-off in exam scenarios.","notes,network-security"
Network access control (NAC) (network security),checks device posture and identity before granting network access. 802.1X is the common enforcement mechanism.,"notes,network-security"
VPN concentrator (network security),terminates many VPN tunnels.,"notes,network-security"
Proxy (network security),"mediates requests, allowing inspection, filtering, and caching.","notes,network-security"
Jump box (network security),a hardened host through which administrative access flows.,"notes,network-security"
IPsec (network security),"encrypts at Layer 3. AH provides authentication and integrity only; ESP provides confidentiality as well, which is why ESP is used in practice. Transport mode protects the payload; tunnel mode protects the whole original packet and is used for site-to-site VPNs.","notes,network-security"
TLS (network security),"encrypts at the transport layer, protecting HTTPS and much else. See TLS and HTTPS.","notes,network-security"
SSH (network security),"encrypted remote administration, and a tunnel for other protocols.","notes,network-security"
IKE (network security),"negotiates the IPsec security association, in two phases.","notes,network-security"
AAA (network security),"authentication proves identity, authorization decides permissions, accounting records what was done.","notes,network-security"
RADIUS (network security),"AAA protocol, UDP, encrypts only the password. Widely used for network access including 802.1X.","notes,network-security"
TACACS+ (network security),"Cisco-oriented, TCP, encrypts the entire payload, separates authentication from authorization. Preferred for device administration.","notes,network-security"
Kerberos (network security),ticket-based authentication using a Key Distribution Center. Time-sensitive: clock skew beyond about five minutes breaks it.,"notes,network-security"
LDAP (network security),directory access protocol. LDAPS is the TLS-protected form.,"notes,network-security"
SAML (network security),XML-based federation for web single sign-on.,"notes,network-security"
Multifactor authentication (network security),"combining something you know, have, and are.","notes,network-security"
Port security (network security),limit MAC addresses per port and define the violation action.,"notes,network-security"
DHCP snooping (network security),trust only designated ports to serve DHCP.,"notes,network-security"
Dynamic ARP inspection (network security),validate ARP against the DHCP snooping binding table.,"notes,network-security"
BPDU guard and root guard (network security),protect the spanning tree.,"notes,network-security"
Disable unused ports and services (network security),reduce the attack surface.,"notes,network-security"
Change default credentials (network security),the single most exploited weakness in network gear.,"notes,network-security"
Firmware patching (network security),close known vulnerabilities.,"notes,network-security"
Private VLANs (network security),restrict communication between hosts within the same VLAN.,"notes,network-security"
Access control lists (ACLs) (network security),"permit or deny traffic by address, protocol, and port.","notes,network-security"
Badge readers and access control vestibules (mantraps) (network security),prevent tailgating by admitting one person at a time.,"notes,network-security"
Locking racks and cabinets (network security),physical access to a switch is administrative access to a switch.,"notes,network-security"
Cameras and asset tags (network security),detective controls.,"notes,network-security"
Environmental controls and fire suppression (network security),protect availability.,"notes,network-security"
ping succeeds by IP but fails by name (network troubleshooting),the network is fine; DNS is the problem. This is one of the most common exam scenarios.,"notes,network-troubleshooting"
traceroute showing asterisks mid-path (network troubleshooting),not necessarily a fault. Many routers deprioritize or block ICMP. Only a break that persists to the destination indicates a real problem.,"notes,network-troubleshooting"
Cable tester (network troubleshooting),verifies continuity and correct pinout.,"notes,network-troubleshooting"
Toner and probe (network troubleshooting),traces which cable is which in a bundle or patch panel.,"notes,network-troubleshooting"
Time-domain reflectometer (TDR) (network troubleshooting),locates a break or fault along a copper run by distance. OTDR is the fiber equivalent.,"notes,network-troubleshooting"
Light meter / optical power meter (network troubleshooting),"measures fiber signal strength, diagnosing dirty or damaged connectors.","notes,network-troubleshooting"
Multimeter (network troubleshooting),"electrical measurements, including PoE voltage.","notes,network-troubleshooting"
Loopback adapter (network troubleshooting),tests a port by returning its own signal.,"notes,network-troubleshooting"
Wi-Fi analyzer (network troubleshooting),"shows channel usage, signal strength, and interference.","notes,network-troubleshooting"
Protocol analyzer (network troubleshooting),captures and decodes traffic.,"notes,network-troubleshooting"
Incorrect IP configuration (network troubleshooting),"wrong mask, wrong gateway, or wrong DNS. A wrong subnet mask produces the signature symptom of local traffic working and remote traffic failing.","notes,network-troubleshooting"
APIPA address (169.254.x.x) (network troubleshooting),the DHCP server was unreachable.,"notes,network-troubleshooting"
Duplicate IP address (network troubleshooting),"intermittent connectivity for both hosts, with ARP cache showing conflict.","notes,network-troubleshooting"
Duplex mismatch (network troubleshooting),"one end full duplex, the other half. Produces late collisions and terrible throughput while the link stays up.","notes,network-troubleshooting"
Speed mismatch (network troubleshooting),the link may not come up at all.,"notes,network-troubleshooting"
VLAN mismatch (network troubleshooting),the host is in the wrong broadcast domain; it cannot reach its gateway.,"notes,network-troubleshooting"
Bad or exceeded cable (network troubleshooting),"runs beyond 100 m, or damaged, cause intermittent errors and CRC counters climbing.","notes,network-troubleshooting"
Crosstalk and EMI (network troubleshooting),"interference from adjacent pairs or nearby electrical equipment, common when cable is run alongside power.","notes,network-troubleshooting"
Broadcast storm (network troubleshooting),a Layer 2 loop; all ports light up and the network becomes unusable.,"notes,network-troubleshooting"
Asymmetric routing (network troubleshooting),"traffic leaves by one path and returns by another, which stateful firewalls will drop.","notes,network-troubleshooting"
Routing loop (network troubleshooting),"packets circulate until TTL expires, visible in traceroute as repeating hops.","notes,network-troubleshooting"
MTU mismatch and black-hole (network troubleshooting),large packets silently dropped when path MTU discovery fails; small pings succeed while transfers stall.,"notes,network-troubleshooting"
Insufficient signal strength (network troubleshooting),"too far, or an obstruction. Measured in dBm, where closer to zero is stronger.","notes,network-troubleshooting"
Channel overlap and interference (network troubleshooting),"in 2.4 GHz, use only channels 1, 6, and 11.","notes,network-troubleshooting"
Client capability (network troubleshooting),an old client cannot use a newer standard's speeds and can slow the cell for everyone.,"notes,network-troubleshooting"
Roaming misbehavior (network troubleshooting),a client clinging to a distant AP rather than switching to a closer one.,"notes,network-troubleshooting"
Captive portal problems (network troubleshooting),the client associates but has no access until authentication completes.,"notes,network-troubleshooting"
Incorrect passphrase or authentication type (network troubleshooting),association fails immediately.,"notes,network-troubleshooting"
Simultaneous wired and wireless connections (network troubleshooting),can create routing ambiguity on the host.,"notes,network-troubleshooting"
DNS failure (network troubleshooting),name resolution fails while IP connectivity works.,"notes,network-troubleshooting"
DHCP scope exhaustion (network troubleshooting),"no addresses left, so new clients get APIPA. Common after a guest event or a lease time that is too long.","notes,network-troubleshooting"
Expired IP address or stale lease (network troubleshooting),fixed by release and renew.,"notes,network-troubleshooting"
NTP drift (network troubleshooting),breaks Kerberos authentication and makes correlated logs untrustworthy.,"notes,network-troubleshooting"
Certificate expiry (network troubleshooting),"TLS failures across many services at once, often the explanation for a sudden simultaneous outage.","notes,network-troubleshooting"
Blocked ports or ACL misconfiguration (network troubleshooting),a specific application fails while everything else works.,"notes,network-troubleshooting"
