Question,Answer,Tags
Features (compute containers),"Regional storage, IAM integration, vulnerability scanning","notes,compute-containers"
Security (compute containers),"Container analysis, binary authorization","notes,compute-containers"
Frontend (compute containers),App Engine or Cloud Run,"notes,compute-containers"
API (compute containers),Cloud Run or Cloud Functions,"notes,compute-containers"
Background Jobs (compute containers),Cloud Functions or Cloud Run Jobs,"notes,compute-containers"
Static Assets (compute containers),Cloud Storage + Cloud CDN,"notes,compute-containers"
Service Mesh (compute containers),Istio (available as GKE add-on),"notes,compute-containers"
Load Balancing (compute containers),Google Cloud Load Balancer,"notes,compute-containers"
Monitoring (compute containers),Google Cloud Operations,"notes,compute-containers"
Trigger (compute containers),Cloud Storage file upload,"notes,compute-containers"
Processing (compute containers),Cloud Functions,"notes,compute-containers"
Queue (compute containers),Pub/Sub for complex workflows,"notes,compute-containers"
Orchestration (compute containers),Cloud Composer (Airflow),"notes,compute-containers"
Data (compute containers),Cloud Storage for input/output,"notes,compute-containers"
Resource-based CUDs (cost optimization and performance),Commit to specific machine types in specific regions (up to 57% discount),"notes,cost-optimization-and-performance"
Spend-based CUDs (cost optimization and performance),"Commit to spending amount, flexible across machine types and regions (up to 55% discount)","notes,cost-optimization-and-performance"
Automatic application (cost optimization and performance),Applied automatically to eligible usage across projects in billing account,"notes,cost-optimization-and-performance"
Flexibility (cost optimization and performance),"Can be shared across projects, regions (for spend-based)","notes,cost-optimization-and-performance"
By Service (cost optimization and performance),"Compute Engine, Cloud Storage, BigQuery, etc.","notes,cost-optimization-and-performance"
By Project (cost optimization and performance),Individual project costs,"notes,cost-optimization-and-performance"
By SKU (cost optimization and performance),"Specific resource types (n1-standard-4, SSD storage)","notes,cost-optimization-and-performance"
By Location (cost optimization and performance),"us-central1, europe-west1, etc.","notes,cost-optimization-and-performance"
By Label (cost optimization and performance),Custom cost allocation tags,"notes,cost-optimization-and-performance"
By Invoice (cost optimization and performance),Monthly or quarterly invoices,"notes,cost-optimization-and-performance"
Availability (cost optimization and performance),Uptime / (Uptime + Downtime),"notes,cost-optimization-and-performance"
Latency (cost optimization and performance),"Percentage of requests < threshold (e.g., 95th percentile < 200ms)","notes,cost-optimization-and-performance"
Error Rate (cost optimization and performance),Errors / Total Requests,"notes,cost-optimization-and-performance"
Throughput (cost optimization and performance),Requests per second,"notes,cost-optimization-and-performance"
Durability (cost optimization and performance),Data integrity percentage,"notes,cost-optimization-and-performance"
Synchronous replication (databases),Data replicated across zones,"notes,databases"
Automatic failover (databases),Switch to standby in case of failure,"notes,databases"
99.95% availability (databases),Higher SLA than single-zone,"notes,databases"
No data loss (databases),Zero RPO (Recovery Point Objective),"notes,databases"
Asynchronous replication (databases),Eventually consistent,"notes,databases"
Cross-region (databases),Can be in different regions,"notes,databases"
Read scaling (databases),Distribute read traffic,"notes,databases"
Multiple replicas (databases),Up to 10 per master,"notes,databases"
Automatic storage scaling (databases),Grow storage as needed,"notes,databases"
Maintenance windows (databases),Schedule updates,"notes,databases"
Private IP (databases),VPC-native connectivity,"notes,databases"
SSL/TLS encryption (databases),Secure connections,"notes,databases"
IAM authentication (databases),Integrate with Cloud IAM,"notes,databases"
Database flags (databases),Customize database configuration,"notes,databases"
Global distribution (databases),Multi-region deployment,"notes,databases"
Horizontal scaling (databases),Scales to petabytes,"notes,databases"
ACID transactions (databases),Strong consistency,"notes,databases"
SQL interface (databases),Standard SQL queries,"notes,databases"
99.999% availability (databases),Extremely high uptime,"notes,databases"
Minimum (databases),100 processing units (or 1 node = 1000 PU),"notes,databases"
Scaling (databases),Scale up/down based on needs,"notes,databases"
Cost (databases),Pay for allocated processing units,"notes,databases"
Performance (databases),More PUs = higher throughput,"notes,databases"
Global applications (databases),Users worldwide need consistent data,"notes,databases"
High scale (databases),Beyond single-region SQL databases,"notes,databases"
Strong consistency (databases),ACID transactions required,"notes,databases"
Mission-critical (databases),Need 99.999% availability,"notes,databases"
Complex queries (databases),SQL interface required,"notes,databases"
Number (databases),Integer or floating-point,"notes,databases"
Boolean (databases),True/false values,"notes,databases"
Geopoint (databases),Geographic coordinates,"notes,databases"
Reference (databases),Document references,"notes,databases"
Single-field indexes (databases),Automatic for each field,"notes,databases"
Composite indexes (databases),Required for compound queries,"notes,databases"
Array-contains queries (databases),Special indexing for arrays,"notes,databases"
Collection group queries (databases),Query across subcollections,"notes,databases"
Wide-column (databases),"Sparse, distributed, persistent multidimensional sorted map","notes,databases"
High throughput (databases),Millions of operations per second,"notes,databases"
Low latency (databases),Single-digit millisecond latency,"notes,databases"
Scalable (databases),Petabyte+ scale,"notes,databases"
HBase compatible (databases),Use existing HBase tools and APIs,"notes,databases"
Sequential keys (databases),Timestamp-only keys,"notes,databases"
Small key space (databases),Limited key variety,"notes,databases"
Uneven distribution (databases),Some keys much more frequent,"notes,databases"
Nodes (databases),"Processing capacity (min 1, max 1000+ per cluster)","notes,databases"
Replication (databases),Multi-cluster for high availability,"notes,databases"
Autoscaling (databases),Automatic node adjustment,"notes,databases"
CPU utilization (databases),Should be < 70% for good performance,"notes,databases"
Storage utilization (databases),Monitor disk usage,"notes,databases"
Hot tablets (databases),Identify hot partitions,"notes,databases"
Request latency (databases),Track response times,"notes,databases"
Serverless (databases),No infrastructure to manage,"notes,databases"
Petabyte scale (databases),Handle massive datasets,"notes,databases"
Standard SQL (databases),ANSI SQL 2011 compliance,"notes,databases"
Streaming inserts (databases),Real-time data ingestion,"notes,databases"
Machine learning (databases),Built-in ML capabilities (BigQuery ML),"notes,databases"
Data structures (databases),"Strings, hashes, lists, sets, sorted sets","notes,databases"
Persistence (databases),"RDB snapshots, AOF logging","notes,databases"
High availability (databases),Master-replica configuration,"notes,databases"
Security (databases),"AUTH, VPC integration, encryption in transit","notes,databases"
On-premises (databases),"MySQL, PostgreSQL, SQL Server","notes,databases"
Other clouds (databases),"AWS RDS, Azure Database","notes,databases"
Google Cloud (databases),Between Cloud SQL instances,"notes,databases"
One-time (databases),Single migration event,"notes,databases"
Continuous (databases),Ongoing replication,"notes,databases"
Heterogeneous (databases),Different database engines,"notes,databases"
One-time transfers (databases),Migrate existing data,"notes,databases"
Scheduled transfers (databases),Regular data movement,"notes,databases"
Event-driven (databases),Trigger on file changes,"notes,databases"
Cloud SQL (databases),Query operational databases,"notes,databases"
Bigtable (databases),Access NoSQL data,"notes,databases"
Cloud Storage (databases),Query files directly,"notes,databases"
Google Sheets (databases),Analyze spreadsheet data,"notes,databases"
Poor query design (databases),Inefficient queries without proper indexes,"notes,databases"
Wrong database choice (databases),Using wrong database type for workload,"notes,databases"
Inadequate capacity (databases),Under-provisioned resources,"notes,databases"
Hot-spotting (databases),Uneven data distribution (especially Bigtable),"notes,databases"
Missing monitoring (databases),Not tracking performance metrics,"notes,databases"
Weak authentication (databases),Default or weak passwords,"notes,databases"
Overly permissive access (databases),Too broad IAM permissions,"notes,databases"
Unencrypted data (databases),Missing encryption at rest or in transit,"notes,databases"
Public exposure (databases),Databases accessible from internet,"notes,databases"
Missing audit trails (databases),No logging of database access,"notes,databases"
Insufficient backups (databases),Inadequate backup strategies,"notes,databases"
No disaster recovery (databases),Missing DR planning,"notes,databases"
Lack of monitoring (databases),Insufficient alerting and monitoring,"notes,databases"
Poor capacity planning (databases),Not planning for growth,"notes,databases"
Manual processes (databases),Not automating routine tasks,"notes,databases"
Over-provisioning (databases),Allocating more resources than needed,"notes,databases"
Unused resources (databases),Idle databases and storage,"notes,databases"
Wrong pricing model (databases),Not optimizing pricing options,"notes,databases"
Data retention (databases),Keeping data longer than necessary,"notes,databases"
Inefficient queries (databases),Expensive query patterns,"notes,databases"
Global distribution (infrastructure and compute),"Single anycast IP, routes to nearest healthy backend","notes,infrastructure-and-compute"
Layer 7 routing (infrastructure and compute),"Host, path, header-based routing","notes,infrastructure-and-compute"
Content-based routing (infrastructure and compute),Different backends for different URL patterns,"notes,infrastructure-and-compute"
Cloud CDN integration (infrastructure and compute),Cache static content at edge locations,"notes,infrastructure-and-compute"
SSL/TLS termination (infrastructure and compute),Managed SSL certificates,"notes,infrastructure-and-compute"
Cloud Armor (infrastructure and compute),DDoS protection and WAF rules,"notes,infrastructure-and-compute"
WebSocket support (infrastructure and compute),Full-duplex communication,"notes,infrastructure-and-compute"
HTTP/2 and QUIC (infrastructure and compute),Modern protocols supported,"notes,infrastructure-and-compute"
HTTP/HTTPS (infrastructure and compute),Check specific URL path,"notes,infrastructure-and-compute"
TCP (infrastructure and compute),Check TCP connection,"notes,infrastructure-and-compute"
SSL (infrastructure and compute),Check SSL handshake,"notes,infrastructure-and-compute"
HTTP/2 (infrastructure and compute),Check HTTP/2 connection,"notes,infrastructure-and-compute"
gRPC (infrastructure and compute),Check gRPC health checking protocol,"notes,infrastructure-and-compute"
Migrate for Compute Engine (infrastructure and compute),Agent-based or agentless migration,"notes,infrastructure-and-compute"
Compute Engine (infrastructure and compute),Target platform for VMs,"notes,infrastructure-and-compute"
Cloud VPN/Interconnect (infrastructure and compute),Hybrid connectivity during migration,"notes,infrastructure-and-compute"
Cloud Storage (infrastructure and compute),Staging area for data,"notes,infrastructure-and-compute"
Estimated Monthly Cost (infrastructure and compute),"~$25,000-$50,000 (depends on traffic)","notes,infrastructure-and-compute"
Issue (infrastructure and compute),"Higher cost, unnecessary complexity","notes,infrastructure-and-compute"
Fix (infrastructure and compute),Use Regional Load Balancer for single-region applications,"notes,infrastructure-and-compute"
Exam Clue (infrastructure and compute),"""Regional application,"" ""single region users""","notes,infrastructure-and-compute"
Components (infrastructure and compute),Global Load Balancer + Cloud CDN + Multi-region backends,"notes,infrastructure-and-compute"
Keywords (infrastructure and compute),"""Global users,"" ""low latency worldwide,"" ""high availability""","notes,infrastructure-and-compute"
Topic (integration streaming),Named resource to which messages are sent,"notes,integration-streaming"
Subscription (integration streaming),Named resource representing stream of messages,"notes,integration-streaming"
Message (integration streaming),Data sent through Pub/Sub,"notes,integration-streaming"
Publisher (integration streaming),Application that sends messages,"notes,integration-streaming"
Subscriber (integration streaming),Application that receives messages,"notes,integration-streaming"
No ordering guarantees (integration streaming),Messages may arrive out of order,"notes,integration-streaming"
At-least-once delivery (integration streaming),Messages delivered one or more times,"notes,integration-streaming"
Best effort ordering (integration streaming),Generally preserves order but not guaranteed,"notes,integration-streaming"
Containerized (integration streaming),Run any language or framework,"notes,integration-streaming"
Serverless (integration streaming),Scale to zero when not used,"notes,integration-streaming"
HTTP(S) (integration streaming),Request-response model,"notes,integration-streaming"
Portable (integration streaming),Standard containers work anywhere,"notes,integration-streaming"
Fast scaling (integration streaming),Handle traffic spikes quickly,"notes,integration-streaming"
HTTP jobs (integration streaming),Send HTTP requests,"notes,integration-streaming"
Pub/Sub jobs (integration streaming),Publish messages,"notes,integration-streaming"
App Engine jobs (integration streaming),Call App Engine handlers,"notes,integration-streaming"
Duplicate processing (integration streaming),Not implementing idempotency,"notes,integration-streaming"
Message loss (integration streaming),Inappropriate acknowledgment handling,"notes,integration-streaming"
Ordering problems (integration streaming),Assuming message order without guarantees,"notes,integration-streaming"
Backpressure (integration streaming),Not handling high message volumes,"notes,integration-streaming"
Dead letter handling (integration streaming),Not configuring dead letter topics,"notes,integration-streaming"
Cold start problems (integration streaming),Not optimizing initialization,"notes,integration-streaming"
Memory leaks (integration streaming),Not properly cleaning up resources,"notes,integration-streaming"
Timeout issues (integration streaming),Functions exceeding time limits,"notes,integration-streaming"
Concurrency problems (integration streaming),Race conditions in concurrent execution,"notes,integration-streaming"
Error propagation (integration streaming),Not properly handling and logging errors,"notes,integration-streaming"
Complex workflows (integration streaming),Creating overly complicated orchestrations,"notes,integration-streaming"
Error handling (integration streaming),Inadequate error recovery mechanisms,"notes,integration-streaming"
State management (integration streaming),Not properly managing workflow state,"notes,integration-streaming"
Performance issues (integration streaming),Inefficient workflow design,"notes,integration-streaming"
Monitoring gaps (integration streaming),Insufficient visibility into workflow execution,"notes,integration-streaming"
Over-provisioning (integration streaming),Allocating more resources than needed,"notes,integration-streaming"
Inefficient processing (integration streaming),Not optimizing data processing pipelines,"notes,integration-streaming"
Unnecessary data movement (integration streaming),Moving data more than required,"notes,integration-streaming"
Poor scheduling (integration streaming),Running jobs during peak pricing periods,"notes,integration-streaming"
Lack of monitoring (integration streaming),Not tracking and optimizing costs,"notes,integration-streaming"
Global resource (networking),One VPC spans all regions (AWS VPCs are regional),"notes,networking"
Regional subnets (networking),Subnets span zones within a region,"notes,networking"
No NAT Gateway construct (networking),Uses Cloud NAT instead,"notes,networking"
No Internet Gateway (networking),Different egress model,"notes,networking"
Projects as boundaries (networking),"VPCs live in projects, not accounts","notes,networking"
Regional (networking),Span all zones in a region (NOT zonal),"notes,networking"
IP Ranges (networking),RFC 1918 private addresses recommended,"notes,networking"
Expandable (networking),Can expand IP ranges (cannot shrink) - exam favorite,"notes,networking"
Secondary Ranges (networking),"Critical for GKE, Dataproc, container workloads","notes,networking"
Internal routing (networking),Automatic between subnets in same VPC,"notes,networking"
No AZ mapping (networking),"Unlike AWS, subnets are truly regional","notes,networking"
Ephemeral (networking),Changes when instance stops/starts,"notes,networking"
Static (networking),"Permanent assignment, survives instance lifecycle","notes,networking"
Global (networking),Used for global load balancers,"notes,networking"
Purpose (networking),Access services privately without external IPs,"notes,networking"
Benefits (networking),"Security, performance, simplified networking","notes,networking"
Use Cases (networking),"Accessing Google services, third-party services","notes,networking"
Types (networking),"Google APIs, published services, custom services","notes,networking"
Stateful (networking),Return traffic automatically allowed,"notes,networking"
Applied to Instances (networking),"Based on tags, service accounts","notes,networking"
Priority (networking),Lower numbers = higher priority (0-65534),"notes,networking"
Default Action (networking),Deny unless explicitly allowed,"notes,networking"
Scope (networking),Can peer across projects and organizations,"notes,networking"
Routing (networking),Automatic route exchange,"notes,networking"
Limitations (networking),"Not transitive, no overlapping IPs","notes,networking"
Cost (networking),No additional cost (just normal traffic charges),"notes,networking"
Model (networking),Host project shares with service projects,"notes,networking"
Use Case (networking),Enterprise multi-project environments,"notes,networking"
Permissions (networking),Network admin in host project,"notes,networking"
100% uptime SLA (networking),Highly available service,"notes,networking"
Global network (networking),Anycast DNS servers,"notes,networking"
DNSSEC (networking),Domain name system security extensions,"notes,networking"
Private zones (networking),Internal DNS resolution,"notes,networking"
Logging (networking),Query logging for analysis,"notes,networking"
Inbound forwarding (networking),External DNS can query private zones,"notes,networking"
Outbound forwarding (networking),Forward specific domains to external DNS,"notes,networking"
Zero-trust security (networking),Verify user and device,"notes,networking"
No VPN required (networking),Direct internet access with protection,"notes,networking"
Google integration (networking),Works with Google Cloud services,"notes,networking"
Fine-grained access (networking),Per-application permissions,"notes,networking"
Internal applications (networking),Secure employee access,"notes,networking"
Partner access (networking),Controlled external access,"notes,networking"
Development environments (networking),Secure staging/test environments,"notes,networking"
Scenario-based questions (security and compliance),Multi-tier applications with specific compliance requirements,"notes,security-and-compliance"
Defense-in-depth (security and compliance),Questions requiring multiple security layers,"notes,security-and-compliance"
Compliance mapping (security and compliance),Matching GCP services to regulatory requirements,"notes,security-and-compliance"
Security tradeoffs (security and compliance),"Performance vs security, cost vs compliance","notes,security-and-compliance"
Incident response (security and compliance),Detecting and responding to security events,"notes,security-and-compliance"
HIPAA/PCI-DSS (security and compliance),"Requires BAA, specific eligible services, CMEK often required","notes,security-and-compliance"
Zero trust (security and compliance),IAP + BeyondCorp + context-aware access,"notes,security-and-compliance"
API security (security and compliance),VPC Service Controls for perimeter protection,"notes,security-and-compliance"
Secrets (security and compliance),"Always use Secret Manager, never environment variables or code","notes,security-and-compliance"
Audit requirements (security and compliance),"Enable all audit log types, export to immutable storage","notes,security-and-compliance"
Service Perimeter (security and compliance),Logical boundary around GCP resources,"notes,security-and-compliance"
Access Levels (security and compliance),"Conditions for allowed access (IP, device, identity)","notes,security-and-compliance"
Ingress Rules (security and compliance),Control incoming requests to perimeter,"notes,security-and-compliance"
Egress Rules (security and compliance),Control outgoing requests from perimeter,"notes,security-and-compliance"
VPC Accessible Services (security and compliance),Limit which APIs can be accessed,"notes,security-and-compliance"
Private Google Access (security and compliance),VMs accessing Google APIs without external IP,"notes,security-and-compliance"
PSC for Google APIs (security and compliance),"Complete isolation, custom DNS, dedicated endpoints","notes,security-and-compliance"
PSC for Services (security and compliance),Share services across VPCs/orgs without VPC peering,"notes,security-and-compliance"
PSC for SaaS (security and compliance),Consume third-party services via private endpoints,"notes,security-and-compliance"
External (security and compliance),TLS 1.3 for all public connections,"notes,security-and-compliance"
Google Front End (security and compliance),Terminates TLS at edge,"notes,security-and-compliance"
Internal (security and compliance),BoringSSL encryption (ALTS protocol),"notes,security-and-compliance"
Hybrid (security and compliance),Cloud VPN or Cloud Interconnect with MACsec,"notes,security-and-compliance"
Application-level (security and compliance),App-specific encryption (optional),"notes,security-and-compliance"
Low (security and compliance),"Low impact to operations, assets, or individuals","notes,security-and-compliance"
Moderate (security and compliance),Moderate impact (most common),"notes,security-and-compliance"
High (security and compliance),High impact to national security,"notes,security-and-compliance"
Malware (security and compliance),"Bad domain, IP reputation","notes,security-and-compliance"
Cryptomining (security and compliance),Resource hijacking,"notes,security-and-compliance"
Brute Force (security and compliance),"SSH, RDP attempts","notes,security-and-compliance"
Data Exfiltration (security and compliance),Unusual egress patterns,"notes,security-and-compliance"
NOTE: deck truncated at 300 cards,275 further term-definition pairs exist in this cert's notes. Raise MAX_CARDS in .github/scripts/build-flashcards.py to include them.,meta
