Question,Answer,Tags
Training (security and risk management),how to do (role-based modules),"notes,security-and-risk-management"
Education (security and risk management),"why to do (formal courses, degrees)","notes,security-and-risk-management"
Network DLP (asset security),Inspects traffic at egress,"notes,asset-security"
Endpoint DLP (asset security),"Inspects activity on devices (clipboard, USB, print, screenshot)","notes,asset-security"
Cloud DLP (asset security),"Inspects content in SaaS/IaaS (M365 Purview, Google Cloud DLP)","notes,asset-security"
Storage/discovery DLP (asset security),Scans repositories at rest,"notes,asset-security"
Least privilege (security architecture and engineering),Grant the minimum access needed,"notes,security-architecture-and-engineering"
Defense in depth (security architecture and engineering),"Multiple, layered controls","notes,security-architecture-and-engineering"
Fail secure / fail safe (security architecture and engineering),Default to denial on error (fail-safe favors safety; fail-secure favors security; not always synonymous),"notes,security-architecture-and-engineering"
Separation of duties (SoD) (security architecture and engineering),No single person can complete a sensitive transaction,"notes,security-architecture-and-engineering"
Two-person integrity (security architecture and engineering),"Two people required for critical action (e.g., nuclear launch, key ceremony)","notes,security-architecture-and-engineering"
Need-to-know (security architecture and engineering),Access only to information necessary for one's job,"notes,security-architecture-and-engineering"
Open design (Kerckhoffs) (security architecture and engineering),Security through algorithm secrecy fails; security must rely on key secrecy,"notes,security-architecture-and-engineering"
Economy of mechanism (security architecture and engineering),"Simple, easy-to-verify designs","notes,security-architecture-and-engineering"
Complete mediation (security architecture and engineering),Every access checked,"notes,security-architecture-and-engineering"
Psychological acceptability (security architecture and engineering),Users will work around painful controls,"notes,security-architecture-and-engineering"
Least common mechanism (security architecture and engineering),Minimize shared mechanisms across users,"notes,security-architecture-and-engineering"
Zero trust (security architecture and engineering),"Never trust, always verify, assume breach","notes,security-architecture-and-engineering"
Privacy by design (security architecture and engineering),"Privacy baked in, not bolted on","notes,security-architecture-and-engineering"
Secure by default (security architecture and engineering),Out-of-box configuration is secure; users must explicitly weaken,"notes,security-architecture-and-engineering"
Shared responsibility (security architecture and engineering),Cloud and outsourced models,"notes,security-architecture-and-engineering"
Strong Star Property (security architecture and engineering),No read or write at different levels,"notes,security-architecture-and-engineering"
Invocation Property (security architecture and engineering),Subject cannot invoke higher integrity subjects,"notes,security-architecture-and-engineering"
IaaS (security architecture and engineering),customer responsible OS up,"notes,security-architecture-and-engineering"
PaaS (security architecture and engineering),customer responsible apps and data,"notes,security-architecture-and-engineering"
SaaS (security architecture and engineering),customer responsible identity and data classification,"notes,security-architecture-and-engineering"
Authenticity (security architecture and engineering),"Digital signatures, MACs","notes,security-architecture-and-engineering"
Non-repudiation (security architecture and engineering),Digital signatures (asymmetric only),"notes,security-architecture-and-engineering"
ECB (security architecture and engineering),Electronic Codebook; identical plaintext = identical ciphertext (BAD),"notes,security-architecture-and-engineering"
CBC (security architecture and engineering),"Cipher Block Chaining; uses IV, sequential","notes,security-architecture-and-engineering"
CFB / OFB (security architecture and engineering),Stream-like with block cipher,"notes,security-architecture-and-engineering"
CTR (security architecture and engineering),Counter mode; parallelizable,"notes,security-architecture-and-engineering"
GCM (security architecture and engineering),Galois Counter Mode; AEAD (authenticated encryption); current standard,"notes,security-architecture-and-engineering"
CCM (security architecture and engineering),Counter with CBC-MAC; AEAD,"notes,security-architecture-and-engineering"
PBKDF2 (security architecture and engineering),"acceptable, configurable iterations","notes,security-architecture-and-engineering"
bcrypt (security architecture and engineering),"widely used, work factor adjustable","notes,security-architecture-and-engineering"
Argon2 (security architecture and engineering),winner of Password Hashing Competition; modern recommendation,"notes,security-architecture-and-engineering"
HMAC (security architecture and engineering),keyed hash; authenticates and verifies integrity,"notes,security-architecture-and-engineering"
"CMAC, GMAC (security architecture and engineering)",block-cipher-based MACs,"notes,security-architecture-and-engineering"
Poly1305 (security architecture and engineering),paired with ChaCha20,"notes,security-architecture-and-engineering"
Certificate Authority (CA) (security architecture and engineering),issues certificates,"notes,security-architecture-and-engineering"
Registration Authority (RA) (security architecture and engineering),validates identity,"notes,security-architecture-and-engineering"
Certificate Revocation List (CRL) (security architecture and engineering),list of revoked certs,"notes,security-architecture-and-engineering"
Online Certificate Status Protocol (OCSP) (security architecture and engineering),real-time revocation check,"notes,security-architecture-and-engineering"
OCSP Stapling (security architecture and engineering),"server attaches OCSP response, reduces client burden","notes,security-architecture-and-engineering"
Certificate (security architecture and engineering),X.509 standard format,"notes,security-architecture-and-engineering"
Subject (security architecture and engineering),identity certificate is issued to,"notes,security-architecture-and-engineering"
Public key (security architecture and engineering),subject's public key,"notes,security-architecture-and-engineering"
Validity period (security architecture and engineering),"notBefore, notAfter","notes,security-architecture-and-engineering"
Extensions (security architecture and engineering),"SAN, key usage, EKU, basic constraints","notes,security-architecture-and-engineering"
CRL Distribution Points (CDP) (security architecture and engineering),Authority Information Access (AIA) - OCSP responder URL,"notes,security-architecture-and-engineering"
Domain Validated (DV) (security architecture and engineering),"basic, automated","notes,security-architecture-and-engineering"
Organization Validated (OV) (security architecture and engineering),org existence verified,"notes,security-architecture-and-engineering"
Extended Validation (EV) (security architecture and engineering),"extensive verification, browser UI signal","notes,security-architecture-and-engineering"
Wildcard (security architecture and engineering),covers all subdomains,"notes,security-architecture-and-engineering"
SAN (security architecture and engineering),covers multiple domains,"notes,security-architecture-and-engineering"
Code signing (security architecture and engineering),for executable signing,"notes,security-architecture-and-engineering"
Dictionary (security architecture and engineering),Try common passwords,"notes,security-architecture-and-engineering"
Rainbow table (security architecture and engineering),Pre-computed hash lookups,"notes,security-architecture-and-engineering"
Birthday attack (security architecture and engineering),Find collisions,"notes,security-architecture-and-engineering"
Known-plaintext (security architecture and engineering),Attacker has plaintext-ciphertext pairs,"notes,security-architecture-and-engineering"
Chosen-plaintext (security architecture and engineering),Attacker chooses plaintexts,"notes,security-architecture-and-engineering"
Chosen-ciphertext (security architecture and engineering),Attacker chooses ciphertexts to decrypt,"notes,security-architecture-and-engineering"
Side-channel (security architecture and engineering),"Timing, power, electromagnetic, cache (Spectre, Meltdown)","notes,security-architecture-and-engineering"
Replay (security architecture and engineering),Reuse captured authenticator,"notes,security-architecture-and-engineering"
Meet-in-the-middle (security architecture and engineering),Reduces effective key strength of double encryption,"notes,security-architecture-and-engineering"
Padding oracle (security architecture and engineering),Exploits padding error responses (POODLE),"notes,security-architecture-and-engineering"
Implementation flaws (security architecture and engineering),"Heartbleed, weak RNG","notes,security-architecture-and-engineering"
Stateless (packet filter) (communication and network security),"rules on IP, port, protocol","notes,communication-and-network-security"
Stateful (communication and network security),tracks connection state,"notes,communication-and-network-security"
Application proxy (communication and network security),terminates and reassembles,"notes,communication-and-network-security"
Next-Generation Firewall (NGFW) (communication and network security),"app-aware, identity, IPS, threat intel","notes,communication-and-network-security"
Web Application Firewall (WAF) (communication and network security),L7 specifically for web apps,"notes,communication-and-network-security"
Signature-based (communication and network security),known attack patterns,"notes,communication-and-network-security"
Anomaly-based / heuristic (communication and network security),deviations from baseline,"notes,communication-and-network-security"
Behavior-based (communication and network security),learned normal behavior,"notes,communication-and-network-security"
WEP (communication and network security),broken (RC4 weakness),"notes,communication-and-network-security"
WPA (communication and network security),"improved on WEP, still weak","notes,communication-and-network-security"
WPA2 (communication and network security),"AES-CCMP, strong with good password","notes,communication-and-network-security"
WPA2-Enterprise (communication and network security),"802.1X, EAP, RADIUS","notes,communication-and-network-security"
WPA3 (communication and network security),SAE (Simultaneous Authentication of Equals) replacing PSK; forward secrecy,"notes,communication-and-network-security"
WPA3-Enterprise (communication and network security),optional 192-bit mode,"notes,communication-and-network-security"
EAP-TLS (communication and network security),mutual cert auth (strongest),"notes,communication-and-network-security"
EAP-TTLS (communication and network security),server cert + tunneled auth,"notes,communication-and-network-security"
PEAP (communication and network security),"Microsoft tunneled, MS-CHAPv2 inside","notes,communication-and-network-security"
EAP-FAST (communication and network security),"Cisco, replaces LEAP","notes,communication-and-network-security"
Bluetooth (communication and network security),"2.4 GHz, short range, classic vs BLE; threats include bluejacking, bluesnarfing, bluebugging","notes,communication-and-network-security"
Zigbee (communication and network security),low-power IoT mesh,"notes,communication-and-network-security"
NFC (communication and network security),"very short range (cm), payments, badges","notes,communication-and-network-security"
RFID (communication and network security),"active vs passive; supply chain, asset tracking","notes,communication-and-network-security"
Cellular (4G/5G) (communication and network security),"5G adds network slicing, virtualization","notes,communication-and-network-security"
Satellite (communication and network security),"latency, throughput trade-offs","notes,communication-and-network-security"
Transport mode (communication and network security),encrypts payload (host-to-host),"notes,communication-and-network-security"
Tunnel mode (communication and network security),"encrypts entire packet (gateway-to-gateway, VPN)","notes,communication-and-network-security"
DNSSEC (communication and network security),"signs DNS records (integrity, authenticity)","notes,communication-and-network-security"
DNS over HTTPS (DoH) (communication and network security),privacy from network observers,"notes,communication-and-network-security"
DANE (communication and network security),publishes TLS certs in DNSSEC-signed records,"notes,communication-and-network-security"
FCoE (communication and network security),Fibre Channel over Ethernet (storage on Ethernet),"notes,communication-and-network-security"
iSCSI (communication and network security),SCSI over IP (storage on IP networks),"notes,communication-and-network-security"
VoIP (communication and network security),"voice over IP (SIP, RTP, SRTP for encryption)","notes,communication-and-network-security"
MPLS (communication and network security),label-switched networks for performance and traffic engineering,"notes,communication-and-network-security"
Identification (identity and access management),"claim (""I am Alice"")","notes,identity-and-access-management"
Authentication (identity and access management),"proof (""Here is my password / token / fingerprint"")","notes,identity-and-access-management"
Authorization (identity and access management),"permission (""Alice can read finance data"")","notes,identity-and-access-management"
Accountability (identity and access management),"logging actions back to identity (""Alice deleted file X at time Y"")","notes,identity-and-access-management"
OTP (identity and access management),One-Time Password,"notes,identity-and-access-management"
HOTP (identity and access management),"HMAC-based OTP (RFC 4226), counter-based","notes,identity-and-access-management"
TOTP (identity and access management),"Time-based OTP (RFC 6238), 30-second window typical","notes,identity-and-access-management"
Hardware tokens (identity and access management),"YubiKey, RSA SecurID","notes,identity-and-access-management"
Smart cards (identity and access management),"PIV (US gov), CAC (DoD)","notes,identity-and-access-management"
FIDO2 / WebAuthn (identity and access management),"phishing-resistant, public-key based, passkeys","notes,identity-and-access-management"
Throughput (identity and access management),users per minute,"notes,identity-and-access-management"
Enrollment time (identity and access management),time to register,"notes,identity-and-access-management"
Service ticket (identity and access management),access to specific service,"notes,identity-and-access-management"
Assertion (identity and access management),"signed XML document with auth, attribute, authorization statements","notes,identity-and-access-management"
Cross-certification (identity and access management),direct trust between organizations (does not scale),"notes,identity-and-access-management"
Trusted third party (identity and access management),shared IdP federates many SPs,"notes,identity-and-access-management"
Federated SSO (identity and access management),"protocols like SAML, OIDC enable cross-domain SSO","notes,identity-and-access-management"
SAML (identity and access management),browser SSO via XML assertion (enterprise SaaS standard),"notes,identity-and-access-management"
OAuth 2.0 (identity and access management),"authorization, delegated access (API access)","notes,identity-and-access-management"
OIDC (identity and access management),authentication on top of OAuth (modern SSO),"notes,identity-and-access-management"
WS-Federation (identity and access management),older Microsoft federation,"notes,identity-and-access-management"
Kerberos (identity and access management),"intra-domain/realm SSO (Windows AD, Linux MIT)","notes,identity-and-access-management"
SCIM (identity and access management),provisioning automation,"notes,identity-and-access-management"
Authenticated/credentialed (security assessment and testing),"more accurate, deeper visibility","notes,security-assessment-and-testing"
Unauthenticated (security assessment and testing),what attacker sees externally,"notes,security-assessment-and-testing"
Internal (security assessment and testing),network insider perspective,"notes,security-assessment-and-testing"
External (security assessment and testing),public internet perspective,"notes,security-assessment-and-testing"
Agent-based (security assessment and testing),"persistent, continuous","notes,security-assessment-and-testing"
EPSS (security assessment and testing),exploit prediction probability,"notes,security-assessment-and-testing"
NIST SP 800-115 (security assessment and testing),Technical Guide to InfoSec Testing,"notes,security-assessment-and-testing"
PTES (security assessment and testing),Penetration Testing Execution Standard,"notes,security-assessment-and-testing"
OSSTMM (security assessment and testing),Open Source Security Testing Methodology Manual,"notes,security-assessment-and-testing"
MITRE ATT&CK (security assessment and testing),threat-informed technique catalog,"notes,security-assessment-and-testing"
Red team (security assessment and testing),"offensive, simulates adversary TTPs","notes,security-assessment-and-testing"
Blue team (security assessment and testing),"defensive, monitors and responds","notes,security-assessment-and-testing"
Purple team (security assessment and testing),red and blue collaborate to improve detection and response,"notes,security-assessment-and-testing"
White team (security assessment and testing),oversight and rules enforcement,"notes,security-assessment-and-testing"
ISO 27001 (security assessment and testing),ISMS certification with surveillance and recertification cycle,"notes,security-assessment-and-testing"
Stage 1 (security assessment and testing),documentation review,"notes,security-assessment-and-testing"
Stage 2 (security assessment and testing),implementation audit,"notes,security-assessment-and-testing"
Configuration Items (CI) (security operations),"tracked elements (servers, network devices, applications)","notes,security-operations"
Configuration Management Database (CMDB) (security operations),inventory and relationship store,"notes,security-operations"
Baseline (security operations),approved configuration state,"notes,security-operations"
Configuration audit (security operations),verify actual matches baseline,"notes,security-operations"
Configuration control (security operations),change approval workflow,"notes,security-operations"
Standard (security operations),"pre-approved, low-risk, repeatable","notes,security-operations"
Normal (security operations),requires CAB approval,"notes,security-operations"
Emergency (security operations),"expedited, post-approval review","notes,security-operations"
Major (security operations),"significant scope, additional scrutiny","notes,security-operations"
Chain of custody (security operations),documented control of evidence from collection to presentation,"notes,security-operations"
Proper acquisition (security operations),"bit-by-bit imaging (FTK, EnCase, dd) with hash verification","notes,security-operations"
Original preservation (security operations),work on copies; original sealed,"notes,security-operations"
Hash verification (security operations),"SHA-256 of image, recorded, re-verified at each handling","notes,security-operations"
Replication (security operations),"Synchronous (zero RPO, geo-limited by latency)","notes,security-operations"
Snapshots (security operations),"Point-in-time, fast restore","notes,security-operations"
Mirrored data (security operations),"Real-time, often within active-active DR","notes,security-operations"
Cleanroom (software development security),"mathematically rigorous, used in safety-critical (NASA, medical)","notes,software-development-security"
Lean (software development security),"eliminate waste, fast feedback","notes,software-development-security"
CSRF (software development security),"tokens, SameSite cookies","notes,software-development-security"
SSRF (software development security),"validate URLs, limit egress","notes,software-development-security"
Insecure deserialization (software development security),"integrity checks, type allowlists","notes,software-development-security"
Race conditions (software development security),"locks, atomic operations","notes,software-development-security"
Buffer overflows (software development security),"bounds checking, modern languages, ASLR/DEP","notes,software-development-security"
Use after free (software development security),safe languages or careful memory management,"notes,software-development-security"
Path traversal (software development security),"validate paths, use canonical form","notes,software-development-security"
Open redirect (software development security),allowlist redirect targets,"notes,software-development-security"
Mass assignment (software development security),explicit field allowlists,"notes,software-development-security"
Aggregation (software development security),combining low-sensitivity data to derive high-sensitivity insight,"notes,software-development-security"
Inference (software development security),deducing sensitive value from non-sensitive clues,"notes,software-development-security"
Polyinstantiation (software development security),"storing different ""truths"" at different classification levels","notes,software-development-security"
Views (software development security),restrict columns/rows visible to a user,"notes,software-development-security"
Database access control (software development security),role-based privileges,"notes,software-development-security"
Stored procedures (software development security),encapsulate business logic with limited access,"notes,software-development-security"
Database activity monitoring (DAM) (software development security),detect unusual access,"notes,software-development-security"
