Question,Answer,Tags
Multimodal (ai ml fundamentals),"GPT-4V, Gemini, Claude 3","notes,ai-ml-fundamentals"
Code (ai ml fundamentals),"GitHub Copilot, CodeWhisperer, Codex","notes,ai-ml-fundamentals"
Amazon Rekognition (ai ml fundamentals),Computer vision,"notes,ai-ml-fundamentals"
Amazon Textract (ai ml fundamentals),Document analysis,"notes,ai-ml-fundamentals"
Amazon Translate (ai ml fundamentals),Language translation,"notes,ai-ml-fundamentals"
Amazon Lex (ai ml fundamentals),Conversational AI,"notes,ai-ml-fundamentals"
Amazon Kendra (ai ml fundamentals),Intelligent search,"notes,ai-ml-fundamentals"
SageMaker JumpStart (ai ml fundamentals),Pre-built models,"notes,ai-ml-fundamentals"
Amazon Bedrock (ai ml fundamentals),Foundation models,"notes,ai-ml-fundamentals"
Amazon CodeWhisperer (ai ml fundamentals),Code generation,"notes,ai-ml-fundamentals"
Choice of foundation models (bedrock),Access models from multiple providers,"notes,bedrock"
Serverless experience (bedrock),No infrastructure to manage,"notes,bedrock"
Integrated security (bedrock),Built-in privacy and security features,"notes,bedrock"
Fine-tuning capabilities (bedrock),Customize models with your data,"notes,bedrock"
Responsible AI (bedrock),Built-in safeguards and monitoring,"notes,bedrock"
Text generation (bedrock),High-quality content creation,"notes,bedrock"
Code generation (bedrock),Programming assistance and debugging,"notes,bedrock"
Analysis (bedrock),Document and data analysis,"notes,bedrock"
Conversation (bedrock),Natural dialogue and Q&A,"notes,bedrock"
Reasoning (bedrock),Complex problem-solving and logic,"notes,bedrock"
Text completion (bedrock),Continuing and completing text,"notes,bedrock"
Summarization (bedrock),Document and content summarization,"notes,bedrock"
Text classification (bedrock),Content categorization,"notes,bedrock"
Enterprise focus (bedrock),Business-oriented language tasks,"notes,bedrock"
Multilingual (bedrock),Support for multiple languages,"notes,bedrock"
Embeddings (bedrock),High-quality text representations,"notes,bedrock"
Classification (bedrock),Text categorization and routing,"notes,bedrock"
Open source foundation (bedrock),Transparent and customizable,"notes,bedrock"
Instruction following (bedrock),Task-specific completions,"notes,bedrock"
Text-to-image (bedrock),Create images from descriptions,"notes,bedrock"
Style control (bedrock),Artistic style customization,"notes,bedrock"
High resolution (bedrock),Detailed image generation,"notes,bedrock"
Inpainting (bedrock),Image editing and completion,"notes,bedrock"
Safety (bedrock),Built-in content filtering,"notes,bedrock"
Customization (bedrock),Fine-tuning capabilities,"notes,bedrock"
Cost-effective (bedrock),Optimized for price-performance,"notes,bedrock"
Domain-specific language (bedrock),Industry or technical terminology,"notes,bedrock"
Specific writing style (bedrock),Brand voice or tone requirements,"notes,bedrock"
Task specialization (bedrock),Optimize for specific use cases,"notes,bedrock"
Performance improvement (bedrock),Better accuracy on your data,"notes,bedrock"
Predictable workloads (bedrock),Consistent traffic patterns,"notes,bedrock"
Performance requirements (bedrock),Guaranteed response times,"notes,bedrock"
Cost optimization (bedrock),Lower per-token costs at scale,"notes,bedrock"
Production applications (bedrock),Critical business applications,"notes,bedrock"
Data sources (bedrock),S3 buckets with documents,"notes,bedrock"
Vector database (bedrock),Amazon OpenSearch Serverless,"notes,bedrock"
Retrieval (bedrock),Semantic search and ranking,"notes,bedrock"
No model training (bedrock),Your data is not used to train foundation models,"notes,bedrock"
Encryption (bedrock),Data encrypted in transit and at rest,"notes,bedrock"
VPC endpoints (bedrock),Private connectivity option,"notes,bedrock"
Access control (bedrock),IAM-based permissions,"notes,bedrock"
