Question,Answer,Tags
Log Analytics Agent (monitoring backup),Legacy (deprecated 2024),"notes,monitoring-backup"
Dependency Agent (monitoring backup),Service Map data,"notes,monitoring-backup"
VM performance monitoring (monitoring backup),"Install Azure Monitor Agent, send to Log Analytics","notes,monitoring-backup"
Application performance (monitoring backup),Application Insights,"notes,monitoring-backup"
Alert on high CPU (monitoring backup),Metric alert + action group,"notes,monitoring-backup"
Backup VMs (monitoring backup),Recovery Services Vault + backup policy,"notes,monitoring-backup"
Disaster recovery (monitoring backup),Azure Site Recovery,"notes,monitoring-backup"
Central log repository (monitoring backup),Log Analytics workspace,"notes,monitoring-backup"
Archive logs long-term (monitoring backup),Diagnostic settings to Storage account,"notes,monitoring-backup"
Query logs (monitoring backup),KQL in Log Analytics,"notes,monitoring-backup"
Special subnets (networking vnets),"GatewaySubnet, AzureFirewallSubnet, AzureBastionSubnet","notes,networking-vnets"
Premium (networking vnets),"Advanced threat protection, TLS inspection, IDPS","notes,networking-vnets"
Application Rules (networking vnets),FQDN-based filtering,"notes,networking-vnets"
Network Rules (networking vnets),IP-based filtering,"notes,networking-vnets"
SKUs (networking vnets),"Basic, Standard","notes,networking-vnets"
Types (networking vnets),Regional: Same region,"notes,networking-vnets"
Routing Methods (networking vnets),Priority: Failover,"notes,networking-vnets"
Connect VNets in same region (networking vnets),VNet peering (regional),"notes,networking-vnets"
Connect VNets across regions (networking vnets),Global VNet peering or VPN,"notes,networking-vnets"
Connect on-premises to Azure (networking vnets),Site-to-Site VPN or ExpressRoute,"notes,networking-vnets"
Remote access for users (networking vnets),Point-to-Site VPN,"notes,networking-vnets"
Layer 4 load balancing (networking vnets),Azure Load Balancer,"notes,networking-vnets"
Layer 7 with WAF (networking vnets),Application Gateway,"notes,networking-vnets"
Global load balancing (networking vnets),Traffic Manager or Front Door,"notes,networking-vnets"
Private access to PaaS (networking vnets),Private Endpoint,"notes,networking-vnets"
Keep traffic on Azure network (networking vnets),Service Endpoint,"notes,networking-vnets"
Troubleshoot connectivity (networking vnets),Network Watcher,"notes,networking-vnets"
Peering vs VPN (networking vnets),"Peering = faster, cheaper, no encryption; VPN = encrypted, gateway needed","notes,networking-vnets"
Private Endpoint vs Service Endpoint (networking vnets),"PE = specific resource, paid; SE = service-level, free","notes,networking-vnets"
NSG vs Firewall (networking vnets),"NSG = basic filtering; Firewall = advanced, centralized, FQDN-based","notes,networking-vnets"
Load Balancer vs App Gateway (networking vnets),"LB = Layer 4; App Gateway = Layer 7, URL routing","notes,networking-vnets"
VPN vs ExpressRoute (networking vnets),"VPN = over internet, cheaper; ER = private, faster, more expensive","notes,networking-vnets"
CanNotDelete (resource management),"Can modify, can't delete","notes,resource-management"
ReadOnly (resource management),Can't modify or delete,"notes,resource-management"
Standard general-purpose v2 (storage solutions),"Blobs, Files, Queues, Tables (recommended)","notes,storage-solutions"
Premium block blobs (storage solutions),"High transaction rates, smaller objects","notes,storage-solutions"
Premium file shares (storage solutions),SMB and NFS file shares,"notes,storage-solutions"
Standard (storage solutions),"HDD-backed, lowest cost","notes,storage-solutions"
Premium (storage solutions),"SSD-backed, low latency, high throughput","notes,storage-solutions"
Container (storage solutions),Public anonymous access,"notes,storage-solutions"
Blob (storage solutions),Public anonymous read for blobs,"notes,storage-solutions"
Private (storage solutions),No anonymous access (default),"notes,storage-solutions"
Account SAS (storage solutions),Multiple services,"notes,storage-solutions"
Service SAS (storage solutions),Specific service,"notes,storage-solutions"
User Delegation SAS (storage solutions),Azure AD credentials,"notes,storage-solutions"
Sync Group (storage solutions),Defines sync topology,"notes,storage-solutions"
Registered Server (storage solutions),On-premises server,"notes,storage-solutions"
Server Endpoint (storage solutions),Path on registered server,"notes,storage-solutions"
Cloud Endpoint (storage solutions),Azure file share,"notes,storage-solutions"
Storage Blob Data Owner (storage solutions),Full access including permissions,"notes,storage-solutions"
Storage Blob Data Contributor (storage solutions),"Read, write, delete","notes,storage-solutions"
Storage File Data SMB Share Contributor (storage solutions),File share access,"notes,storage-solutions"
Data Box Disk (storage solutions),8 TB SSD (5 disks = 40 TB),"notes,storage-solutions"
Data Box (storage solutions),80 TB appliance,"notes,storage-solutions"
Data Box Heavy (storage solutions),770 TB appliance,"notes,storage-solutions"
Share files across VMs (storage solutions),Azure Files with SMB,"notes,storage-solutions"
Static website hosting (storage solutions),Blob storage with $web container,"notes,storage-solutions"
Disaster recovery with read access (storage solutions),RA-GRS or RA-GZRS,"notes,storage-solutions"
Private access from VNet (storage solutions),Private endpoint or service endpoint,"notes,storage-solutions"
Sync on-premises to cloud (storage solutions),Azure File Sync,"notes,storage-solutions"
VM disks (storage solutions),Premium page blobs (managed disks),"notes,storage-solutions"
