Question,Answer,Tags
Clarity (prompt engineering structured output),"Claude clearly distinguishes between instructions, context, and data","notes,prompt-engineering-structured-output"
Parsing (prompt engineering structured output),You can ask Claude to wrap its output in XML tags for easy extraction,"notes,prompt-engineering-structured-output"
Organization (prompt engineering structured output),Complex prompts become readable and maintainable,"notes,prompt-engineering-structured-output"
Referencing (prompt engineering structured output),"You can refer to tagged sections by name (e.g., ""use the data in "")","notes,prompt-engineering-structured-output"
Zero-shot (prompt engineering structured output),Task is straightforward and Claude handles it well without examples,"notes,prompt-engineering-structured-output"
Few-shot (2-5) (prompt engineering structured output),Format or behavior needs demonstration; common choice,"notes,prompt-engineering-structured-output"
Many-shot (10+) (prompt engineering structured output),Highly specific or nuanced task requiring precise pattern matching,"notes,prompt-engineering-structured-output"
Temperature (prompt engineering structured output),Controls randomness in output (0 to 1),"notes,prompt-engineering-structured-output"
Top-p (prompt engineering structured output),"Alternative to temperature, controls diversity","notes,prompt-engineering-structured-output"
Top-k (prompt engineering structured output),Limits the number of tokens considered at each step,"notes,prompt-engineering-structured-output"
Standardization (tool design mcp integration),One protocol for all tool integrations,"notes,tool-design-mcp-integration"
Reusability (tool design mcp integration),"Build a server once, use it with any MCP client","notes,tool-design-mcp-integration"
Discovery (tool design mcp integration),"Clients can discover available tools, resources, and prompts","notes,tool-design-mcp-integration"
Security (tool design mcp integration),Defined authorization and capability negotiation,"notes,tool-design-mcp-integration"
Host (tool design mcp integration),"The AI application (e.g., Claude Desktop, Claude Code, your custom app)","notes,tool-design-mcp-integration"
Client (tool design mcp integration),The MCP client within the host that manages server connections,"notes,tool-design-mcp-integration"
Server (tool design mcp integration),"A service that exposes tools, resources, and prompts via MCP","notes,tool-design-mcp-integration"
Shared team server (tool design mcp integration),Use streamable HTTP,"notes,tool-design-mcp-integration"
Cloud-hosted service (tool design mcp integration),Use streamable HTTP,"notes,tool-design-mcp-integration"
Resources (tool design mcp integration),Read-only data access. The model requests data by URI.,"notes,tool-design-mcp-integration"
Tools (tool design mcp integration),Executable functions with parameters. The model calls a function.,"notes,tool-design-mcp-integration"
TypeScript (tool design mcp integration),@modelcontextprotocol/sdk,"notes,tool-design-mcp-integration"
MCP Specification (tool design mcp integration),Full protocol spec,"notes,tool-design-mcp-integration"
Cost (context reliability),Thinking tokens add to the total cost of each request,"notes,context-reliability"
Latency (context reliability),Extended thinking takes additional time before the response,"notes,context-reliability"
Quality (context reliability),Generally improves quality for complex tasks,"notes,context-reliability"
Streaming (context reliability),"Thinking content is delivered as a single event, then response streams normally","notes,context-reliability"
Base delay (context reliability),Start with 1-2 seconds,"notes,context-reliability"
Exponential increase (context reliability),Double the delay on each retry,"notes,context-reliability"
Jitter (context reliability),Add random variation to prevent thundering herd,"notes,context-reliability"
Max delay (context reliability),Cap at 30-60 seconds,"notes,context-reliability"
Max retries (context reliability),Typically 3-5 attempts,"notes,context-reliability"
Requests per minute (RPM) (context reliability),Maximum number of API requests per minute,"notes,context-reliability"
Tokens per minute (TPM) (context reliability),Maximum input + output tokens per minute,"notes,context-reliability"
Tokens per day (TPD) (context reliability),Maximum tokens per day (some tiers),"notes,context-reliability"
Anthropic Academy (exam tips prep strategy),Free official courses,"notes,exam-tips-prep-strategy"
Anthropic Documentation (exam tips prep strategy),Primary reference,"notes,exam-tips-prep-strategy"
