Question,Answer,Tags
Row-level security (storage data management),Filter rows based on conditions,"notes,storage-data-management"
Cell-level security (storage data management),Combine column and row filters,"notes,storage-data-management"
LF-Tags (storage data management),Tag-based access control for scalable permission management,"notes,storage-data-management"
Data filters (storage data management),Named filters combining column and row restrictions,"notes,storage-data-management"
Databases (storage data management),Logical grouping of tables (namespace),"notes,storage-data-management"
Tables (storage data management),"Metadata definition - schema, location, format, partitions","notes,storage-data-management"
Partitions (storage data management),Subset metadata for partitioned datasets,"notes,storage-data-management"
Connections (storage data management),Configuration for accessing data stores,"notes,storage-data-management"
Crawlers (storage data management),Automated schema discovery and table registration,"notes,storage-data-management"
DynamoDB Streams (storage data management),Ordered stream of item-level changes (CDC),"notes,storage-data-management"
Export to S3 (storage data management),Full table export without consuming read capacity,"notes,storage-data-management"
Kinesis Data Streams Integration (storage data management),Stream changes to KDS for extended retention and fan-out,"notes,storage-data-management"
Columnar storage (storage data management),"Data stored by column, not row","notes,storage-data-management"
Data compression (storage data management),"Automatic encoding per column (AZ64, LZO, ZSTD, etc.)","notes,storage-data-management"
Zone maps (storage data management),Min/max values per block for skip scanning,"notes,storage-data-management"
Sort keys (storage data management),"Compound or interleaved, determines physical data order","notes,storage-data-management"
Distribution styles (storage data management),"KEY, EVEN, ALL, AUTO","notes,storage-data-management"
Master Node (Primary) (data processing),"Runs YARN ResourceManager, HDFS NameNode, coordinates cluster","notes,data-processing"
Core Nodes (data processing),"Run YARN NodeManager, HDFS DataNode, process tasks and store data","notes,data-processing"
Task Nodes (data processing),"Run YARN NodeManager only, no HDFS - compute only (can use Spot)","notes,data-processing"
Partitioning (data processing),Aim for 2-4x partitions per CPU core,"notes,data-processing"
Caching (data processing),"persist() for reused DataFrames, choose storage level","notes,data-processing"
Broadcast joins (data processing),Broadcast small tables to avoid shuffles,"notes,data-processing"
Dynamic allocation (data processing),spark.dynamicAllocation.enabled for auto-scaling executors,"notes,data-processing"
Adaptive Query Execution (AQE) (data processing),Auto-optimize joins and skew handling,"notes,data-processing"
Predicate pushdown (data processing),Push filters to data source (S3/Parquet),"notes,data-processing"
Columnar formats (data processing),"Parquet for read-heavy, Avro for write-heavy","notes,data-processing"
Spot Instances (data processing),Use for task nodes (up to 90% savings),"notes,data-processing"
Instance Fleets (data processing),Mix instance types for better Spot availability,"notes,data-processing"
Managed Scaling (data processing),Automatic cluster scaling based on workload,"notes,data-processing"
S3 Storage (data processing),Use EMRFS (S3) instead of HDFS for persistent data,"notes,data-processing"
Transient Clusters (data processing),"Launch, process, terminate (vs long-running)","notes,data-processing"
Graviton Instances (data processing),Up to 30% better price-performance,"notes,data-processing"
Serverless (data processing),No infrastructure to manage,"notes,data-processing"
DynamicFrame (data processing),Extension of Spark DataFrame with schema flexibility,"notes,data-processing"
Bookmarks (data processing),Track processed data to avoid reprocessing,"notes,data-processing"
Job types (data processing),"Spark (Python/Scala), Spark Streaming, Ray (Python)","notes,data-processing"
Workers (data processing),"Standard (1 DPU), G.1X (1 DPU + more memory), G.2X (2 DPU)","notes,data-processing"
Auto Scaling (data processing),Adjusts workers based on workload (Glue 3.0+),"notes,data-processing"
ApplyMapping (data processing),Rename and retype columns,"notes,data-processing"
ResolveChoice (data processing),"Handle columns with multiple types (cast, make_struct, project)","notes,data-processing"
Relationalize (data processing),Flatten nested JSON/arrays into relational tables,"notes,data-processing"
Filter (data processing),Remove records based on conditions,"notes,data-processing"
Join (data processing),Combine datasets,"notes,data-processing"
SelectFields / DropFields (data processing),Column selection,"notes,data-processing"
Kinesis Data Streams consumer (data processing),Process records in micro-batches,"notes,data-processing"
S3 event processing (data processing),Trigger on object creation for ETL,"notes,data-processing"
Firehose transformation (data processing),Transform records in-flight,"notes,data-processing"
DynamoDB Streams consumer (data processing),React to table changes,"notes,data-processing"
API Gateway backend (data processing),Serve analytics results,"notes,data-processing"
Tumbling Window (data processing),"Fixed-size, non-overlapping time intervals","notes,data-processing"
Sliding Window (data processing),"Fixed-size, overlapping intervals","notes,data-processing"
Stagger Window (data processing),Groups by partition key and event time,"notes,data-processing"
Use columnar formats (analysis visualization),Parquet or ORC reduce scanned data by 75%+,"notes,analysis-visualization"
Partition data (analysis visualization),"Partition by common filter columns (date, region)","notes,analysis-visualization"
Compress data (analysis visualization),"GZIP, LZ4, Snappy, ZSTD","notes,analysis-visualization"
Use LIMIT (analysis visualization),Does not reduce cost (full scan still happens) - use partitions instead,"notes,analysis-visualization"
Workgroups (analysis visualization),Set per-query and per-workgroup data scan limits,"notes,analysis-visualization"
Athena engine v3 (analysis visualization),Improved performance and cost via adaptive execution,"notes,analysis-visualization"
Leader Node (analysis visualization),"Query planning, aggregation, client communication","notes,analysis-visualization"
Compute Nodes (analysis visualization),"Execute queries in parallel, store data","notes,analysis-visualization"
Node Types (analysis visualization),"RA3: Managed storage (scales separately from compute), recommended","notes,analysis-visualization"
Slices (analysis visualization),Each compute node has slices that process portions of data,"notes,analysis-visualization"
Compound sort key (analysis visualization),"Multiple columns, queries must use leading column","notes,analysis-visualization"
Interleaved sort key (analysis visualization),"Equal weight to all columns, better for varied queries","notes,analysis-visualization"
KEY (analysis visualization),Colocate joined rows on same node (join performance),"notes,analysis-visualization"
ALL (analysis visualization),Copy small tables to every node (dimension tables),"notes,analysis-visualization"
EVEN (analysis visualization),Round-robin (default for no clear key),"notes,analysis-visualization"
AUTO (analysis visualization),Redshift auto-selects based on table size and queries,"notes,analysis-visualization"
COPY command (analysis visualization),"Fastest way to load data (parallel from S3, DynamoDB, EMR)","notes,analysis-visualization"
VACUUM (analysis visualization),Reclaim space and re-sort after deletes/updates,"notes,analysis-visualization"
ANALYZE (analysis visualization),Update table statistics for query optimizer,"notes,analysis-visualization"
WLM (Workload Management) (analysis visualization),Queue configuration for query prioritization,"notes,analysis-visualization"
Concurrency Scaling (analysis visualization),Automatically add clusters for burst read queries,"notes,analysis-visualization"
Materialized Views (analysis visualization),"Pre-computed results, auto-refresh","notes,analysis-visualization"
SPICE (analysis visualization),"Super-fast, Parallel, In-memory Calculation Engine","notes,analysis-visualization"
Row-level security (RLS) (analysis visualization),Restrict data rows by user/group,"notes,analysis-visualization"
Column-level security (CLS) (analysis visualization),Restrict columns by user/group,"notes,analysis-visualization"
VPC connectivity (analysis visualization),Access private data sources via VPC connection,"notes,analysis-visualization"
IAM integration (analysis visualization),Federate with SAML or IAM for user management,"notes,analysis-visualization"
Domain (analysis visualization),Cluster of instances,"notes,analysis-visualization"
Index (analysis visualization),Collection of documents (like a database table),"notes,analysis-visualization"
Shard (analysis visualization),Horizontal partition of an index,"notes,analysis-visualization"
Replica (analysis visualization),Copy of a shard for availability and read throughput,"notes,analysis-visualization"
Primary shards (analysis visualization),"Set at index creation, cannot change","notes,analysis-visualization"
Replica shards (analysis visualization),Can adjust after creation,"notes,analysis-visualization"
Log analytics (analysis visualization),"Centralized logging with CloudWatch, Firehose, or Logstash","notes,analysis-visualization"
Clickstream analytics (analysis visualization),Real-time user behavior analysis,"notes,analysis-visualization"
Security analytics (analysis visualization),SIEM - correlate logs for threat detection,"notes,analysis-visualization"
Full-text search (analysis visualization),"Product search, document search","notes,analysis-visualization"
Application monitoring (analysis visualization),Metrics and trace analysis,"notes,analysis-visualization"
Customer managed keys (CMK) (security),"Full control, configurable rotation, key policies","notes,security"
AWS owned keys (security),"Used internally by services, not visible in your account","notes,security"
SSE-S3 (security),"Amazon manages keys, AES-256, simplest option","notes,security"
SSE-KMS (security),"KMS managed keys, audit trail via CloudTrail, key policies","notes,security"
SSE-C (security),Customer provides encryption key per request,"notes,security"
CSE (Client-Side) (security),"Encrypt before upload, you manage keys entirely","notes,security"
TLS/SSL (security),All AWS API calls use HTTPS by default,"notes,security"
Redshift (security),"Force SSL with require_ssl parameter, certificate-based","notes,security"
EMR (security),"In-transit encryption for EMRFS (S3), TLS for node-to-node","notes,security"
Kinesis (security),HTTPS endpoints for producers and consumers,"notes,security"
OpenSearch (security),"Node-to-node encryption, HTTPS for domain endpoints","notes,security"
RDS/Aurora (security),"SSL/TLS connections, enforce with rds.force_ssl parameter","notes,security"
Data Lake Administrator (security),"Full permissions, can grant to others","notes,security"
Database Creator (security),Can create tables in databases they own,"notes,security"
Table permissions (security),"SELECT, INSERT, DELETE, DESCRIBE, ALTER, DROP","notes,security"
Data filters (security),Named combinations of row and column restrictions,"notes,security"
LF-Tags (security),"Tag-based access control - assign tags to resources, grant based on tags","notes,security"
Cross-account (security),Share via LF-Tags or named resource grants,"notes,security"
Gateway endpoints (security),"S3, DynamoDB - free, route table entry","notes,security"
Interface endpoints (PrivateLink) (security),"Kinesis, Glue, KMS, STS, etc. - ENI in subnet","notes,security"
Glue (security),"VPC connection for JDBC sources, ENI in your subnet","notes,security"
Athena (security),"VPC endpoint for API access, data in S3 accessed via gateway endpoint","notes,security"
Security groups (security),"Stateful, instance-level firewall","notes,security"
NACLs (security),"Stateless, subnet-level firewall","notes,security"
S3 bucket policies (security),Restrict access by VPC endpoint or source IP,"notes,security"
VPC endpoint policies (security),Restrict which S3 buckets or services are accessible,"notes,security"
