Question,Answer,Tags
Google GKE (deployment),Google managed Kubernetes,"notes,deployment"
Feature branching (deployment),"Branch per feature, merge when complete","notes,deployment"
Gitflow (deployment),"develop, feature, release, hotfix branches","notes,deployment"
Trunk-based development (deployment),"Short-lived branches, frequent merges to main","notes,deployment"
Environment branching (deployment),"Branch per environment (dev, staging, prod)","notes,deployment"
Collection agents (operations support),"Collect logs from sources (Fluentd, Filebeat, CloudWatch Agent)","notes,operations-support"
Log aggregation (operations support),Centralize logs from multiple sources,"notes,operations-support"
Log storage (operations support),"Indexed storage for search and retention (Elasticsearch, CloudWatch Logs)","notes,operations-support"
Analysis (operations support),"Query and analyze log data (Kibana, Log Insights)","notes,operations-support"
Visualization (operations support),Dashboards and reports,"notes,operations-support"
Pattern matching (operations support),Search for specific error patterns,"notes,operations-support"
Correlation (operations support),Link events across multiple log sources,"notes,operations-support"
Trending (operations support),Identify patterns over time,"notes,operations-support"
Anomaly detection (operations support),Automated identification of unusual patterns,"notes,operations-support"
Root cause analysis (operations support),Trace issues back to origin,"notes,operations-support"
Tagging (operations support),Tag all resources for cost allocation and accountability,"notes,operations-support"
Budgets (operations support),Set spending budgets with alerts,"notes,operations-support"
Scheduling (operations support),Stop non-production resources outside business hours,"notes,operations-support"
Storage tiering (operations support),Move data to cheaper tiers based on access patterns,"notes,operations-support"
Unused resources (operations support),"Delete orphaned resources (unattached volumes, unused IPs, old snapshots)","notes,operations-support"
Data transfer (operations support),Minimize cross-region and internet data transfer,"notes,operations-support"
Target tracking (operations support),"Maintain a specific metric target (e.g., 60% CPU)","notes,operations-support"
Step scaling (operations support),Scale in/out based on alarm thresholds,"notes,operations-support"
Scheduled scaling (operations support),"Scale based on known patterns (business hours, events)","notes,operations-support"
Predictive scaling (operations support),ML-based prediction of future demand,"notes,operations-support"
