Question,Answer,Tags
Business impact analysis (BIA) (governance management of it),"identifies critical processes and the impact of their disruption over time. It is the input to continuity planning, and it comes first.","notes,governance-management-of-it"
RTO (Recovery Time Objective) (governance management of it),maximum tolerable time to restore a process.,"notes,governance-management-of-it"
RPO (Recovery Point Objective) (governance management of it),"maximum tolerable data loss, expressed as time.","notes,governance-management-of-it"
MTO / MTD (Maximum Tolerable Outage/Downtime) (governance management of it),the point beyond which the organisation cannot survive the disruption.,"notes,governance-management-of-it"
BCP governance (governance management of it),"senior management owns and approves the plan; it is tested and maintained, not written once.","notes,governance-management-of-it"
Business case (information systems acquisition development implementation),"the justification: expected benefits, costs, risks, and alternatives. Approved before funding.","notes,information-systems-acquisition-development-implementation"
Feasibility study (information systems acquisition development implementation),"assesses whether the proposal is achievable technically, economically, operationally, and legally.","notes,information-systems-acquisition-development-implementation"
Project sponsor (information systems acquisition development implementation),the business owner accountable for benefits. A project without an engaged sponsor is a standard finding.,"notes,information-systems-acquisition-development-implementation"
Project steering committee (information systems acquisition development implementation),"approves scope, budget, and major changes.","notes,information-systems-acquisition-development-implementation"
Critical path (information systems acquisition development implementation),the longest sequence of dependent tasks; it determines the minimum project duration. Slippage on the critical path slips the project.,"notes,information-systems-acquisition-development-implementation"
Function point analysis (information systems acquisition development implementation),"sizing software by delivered functionality rather than lines of code, used for effort estimation.","notes,information-systems-acquisition-development-implementation"
Earned value analysis (information systems acquisition development implementation),compares planned versus actual cost and schedule progress.,"notes,information-systems-acquisition-development-implementation"
Waterfall (information systems acquisition development implementation),"sequential phases with formal sign-off between them. Suits stable, well-understood requirements; expensive to change late.","notes,information-systems-acquisition-development-implementation"
Agile (information systems acquisition development implementation),"iterative delivery in short increments with continuous stakeholder involvement. Suits evolving requirements. Documentation is lighter, which is an audit consideration rather than an excuse for none.","notes,information-systems-acquisition-development-implementation"
Prototyping (information systems acquisition development implementation),building a working model to clarify requirements. Risk: the prototype is promoted to production without proper controls.,"notes,information-systems-acquisition-development-implementation"
RAD (Rapid Application Development) (information systems acquisition development implementation),compressed timelines with heavy user involvement.,"notes,information-systems-acquisition-development-implementation"
DevOps (information systems acquisition development implementation),development and operations integration with automated pipelines. See CI/CD explained.,"notes,information-systems-acquisition-development-implementation"
Reverse engineering (information systems acquisition development implementation),"deriving design from an existing system, often for replacement.","notes,information-systems-acquisition-development-implementation"
User acceptance testing (UAT) (information systems acquisition development implementation),"performed by business users against business requirements. Users, not developers, must sign off.","notes,information-systems-acquisition-development-implementation"
Regression testing (information systems acquisition development implementation),confirms existing functionality still works after a change.,"notes,information-systems-acquisition-development-implementation"
Parallel testing (information systems acquisition development implementation),old and new systems run together and results are compared.,"notes,information-systems-acquisition-development-implementation"
Pilot testing (information systems acquisition development implementation),deployment to a limited group before full rollout.,"notes,information-systems-acquisition-development-implementation"
Test data (information systems acquisition development implementation),must be representative. Using live production data in test raises a privacy exposure; it should be masked or anonymised.,"notes,information-systems-acquisition-development-implementation"
Direct (big bang) cutover (information systems acquisition development implementation),"old system off, new system on. Cheapest, riskiest, no fallback.","notes,information-systems-acquisition-development-implementation"
Parallel changeover (information systems acquisition development implementation),"both systems run; highest cost, lowest risk, allows result comparison.","notes,information-systems-acquisition-development-implementation"
Phased changeover (information systems acquisition development implementation),implemented in stages by module or location.,"notes,information-systems-acquisition-development-implementation"
Pilot changeover (information systems acquisition development implementation),one site or group first.,"notes,information-systems-acquisition-development-implementation"
Data conversion controls (information systems acquisition development implementation),"record counts, control totals, and reconciliation before and after migration. Conversion is where data integrity is most often lost.","notes,information-systems-acquisition-development-implementation"
Fallback / rollback plan (information systems acquisition development implementation),how to return to the previous state. Required before go-live.,"notes,information-systems-acquisition-development-implementation"
Post-implementation review (PIR) (information systems acquisition development implementation),"conducted after the system has stabilised, comparing actual benefits to the business case.","notes,information-systems-acquisition-development-implementation"
Input controls (information systems acquisition development implementation),"validation, edit checks, range checks, check digits, sequence checks, and batch totals. Preventing bad data entry is cheaper than correcting it later.","notes,information-systems-acquisition-development-implementation"
Processing controls (information systems acquisition development implementation),"run-to-run totals, reasonableness checks, and reconciliation.","notes,information-systems-acquisition-development-implementation"
Output controls (information systems acquisition development implementation),"distribution restrictions, reconciliation of totals, and error reporting.","notes,information-systems-acquisition-development-implementation"
Check digit (information systems acquisition development implementation),a calculated digit appended to a number to detect transcription errors.,"notes,information-systems-acquisition-development-implementation"
Hash total (information systems acquisition development implementation),a meaningless-but-verifiable sum used to confirm nothing changed in transit.,"notes,information-systems-acquisition-development-implementation"
Audit trail (information systems acquisition development implementation),a record of transactions sufficient to reconstruct what happened and who did it.,"notes,information-systems-acquisition-development-implementation"
Change management (information systems acquisition development implementation),"request, assess, approve, test, implement, review. Emergency changes still need retrospective approval and documentation.","notes,information-systems-acquisition-development-implementation"
Configuration management (information systems acquisition development implementation),controlling and recording versions of code and configuration.,"notes,information-systems-acquisition-development-implementation"
Version control (information systems acquisition development implementation),the authoritative history of source code.,"notes,information-systems-acquisition-development-implementation"
Library control (information systems acquisition development implementation),"separation of development, test, and production libraries.","notes,information-systems-acquisition-development-implementation"
Migration to production (information systems acquisition development implementation),performed by someone independent of the developer. Developers with production migration rights is one of the most common CISA findings.,"notes,information-systems-acquisition-development-implementation"
Emergency change (firecall) access (information systems acquisition development implementation),"temporary elevated access, logged, time-limited, and reviewed afterwards.","notes,information-systems-acquisition-development-implementation"
Request for proposal (RFP) (information systems acquisition development implementation),documented requirements issued to vendors for comparable bids.,"notes,information-systems-acquisition-development-implementation"
Vendor evaluation criteria (information systems acquisition development implementation),"defined and weighted before proposals arrive, to keep selection objective.","notes,information-systems-acquisition-development-implementation"
Escrow agreement (information systems acquisition development implementation),source code held by a third party and released if the vendor fails. The control for vendor viability risk in critical bespoke software.,"notes,information-systems-acquisition-development-implementation"
Contractual right to audit (information systems acquisition development implementation),retained access to assess the vendor's controls.,"notes,information-systems-acquisition-development-implementation"
Acceptance criteria (information systems acquisition development implementation),objective tests the delivered system must pass before payment or go-live.,"notes,information-systems-acquisition-development-implementation"
Service level management (information systems operations business resilience),"defining, monitoring, and reporting service levels against agreements.","notes,information-systems-operations-business-resilience"
Incident management (information systems operations business resilience),"restoring normal service as quickly as possible. The objective is restoration, not root cause.","notes,information-systems-operations-business-resilience"
Problem management (information systems operations business resilience),identifying and removing the underlying cause of recurring incidents. The objective is prevention.,"notes,information-systems-operations-business-resilience"
Change management (information systems operations business resilience),controlled modification of the environment.,"notes,information-systems-operations-business-resilience"
Configuration management and the CMDB (information systems operations business resilience),the authoritative record of assets and their relationships.,"notes,information-systems-operations-business-resilience"
Release management (information systems operations business resilience),packaging and deploying changes.,"notes,information-systems-operations-business-resilience"
Capacity management (information systems operations business resilience),"matching resources to demand, now and forecast.","notes,information-systems-operations-business-resilience"
Availability management (information systems operations business resilience),designing and measuring service uptime.,"notes,information-systems-operations-business-resilience"
Job scheduling (information systems operations business resilience),automated batch execution with dependency handling. Manual scheduling is error-prone and hard to evidence.,"notes,information-systems-operations-business-resilience"
Console and operator logs (information systems operations business resilience),"record of operator actions, reviewed independently.","notes,information-systems-operations-business-resilience"
Segregation of duties in operations (information systems operations business resilience),operators should not have the ability to modify programs or data.,"notes,information-systems-operations-business-resilience"
Help desk / service desk (information systems operations business resilience),"single point of contact, ticketing, and escalation.","notes,information-systems-operations-business-resilience"
Problem escalation procedures (information systems operations business resilience),defined thresholds for raising severity and involving management.,"notes,information-systems-operations-business-resilience"
End-user computing (EUC) (information systems operations business resilience),"spreadsheets and local databases performing business-critical processing outside IT control. A perennial audit finding because they lack change control, backup, and access control.","notes,information-systems-operations-business-resilience"
Capacity monitoring (information systems operations business resilience),utilisation trends against thresholds.,"notes,information-systems-operations-business-resilience"
Preventive maintenance (information systems operations business resilience),scheduled servicing to avoid failure.,"notes,information-systems-operations-business-resilience"
RAID (information systems operations business resilience),"redundancy across disks. RAID 1 mirrors, RAID 5 uses distributed parity, RAID 6 tolerates two failures, RAID 10 mirrors and stripes. RAID protects against disk failure; it is not a backup, because it faithfully replicates deletion and corruption.","notes,information-systems-operations-business-resilience"
Uninterruptible power supply (UPS) (information systems operations business resilience),bridges short outages and allows orderly shutdown.,"notes,information-systems-operations-business-resilience"
Generator (information systems operations business resilience),sustains longer outages. UPS covers the gap until the generator starts.,"notes,information-systems-operations-business-resilience"
Environmental controls (information systems operations business resilience),"HVAC, humidity, water detection, and fire suppression.","notes,information-systems-operations-business-resilience"
Hypervisor (information systems operations business resilience),"the layer running virtual machines. Compromise of the hypervisor exposes every guest, which concentrates risk.","notes,information-systems-operations-business-resilience"
VM sprawl (information systems operations business resilience),"uncontrolled proliferation of virtual machines, creating unpatched and unmonitored assets.","notes,information-systems-operations-business-resilience"
Shared responsibility model (information systems operations business resilience),the division of control between provider and customer. See shared responsibility.,"notes,information-systems-operations-business-resilience"
Multi-tenancy (information systems operations business resilience),multiple customers on shared infrastructure; isolation is the control of interest.,"notes,information-systems-operations-business-resilience"
Vendor lock-in and exit strategy (information systems operations business resilience),"the ability to leave, including data portability. Absence of an exit plan is a finding.","notes,information-systems-operations-business-resilience"
Cloud audit rights (information systems operations business resilience),often satisfied through the provider's third-party attestations (for example SOC 2) rather than direct audit.,"notes,information-systems-operations-business-resilience"
Data classification (information systems operations business resilience),assigning sensitivity so protection is proportionate. Owned by the data owner.,"notes,information-systems-operations-business-resilience"
Data retention (information systems operations business resilience),"how long data is kept, driven by legal and business requirements. Keeping data indefinitely is a liability, not prudence.","notes,information-systems-operations-business-resilience"
Data quality (information systems operations business resilience),"completeness, accuracy, timeliness, and consistency.","notes,information-systems-operations-business-resilience"
Database administration controls (information systems operations business resilience),DBA activity is privileged and must be logged and independently reviewed.,"notes,information-systems-operations-business-resilience"
Data lifecycle (information systems operations business resilience),"creation, storage, use, sharing, archival, and secure destruction.","notes,information-systems-operations-business-resilience"
Full backup (information systems operations business resilience),"everything. Slowest to take, fastest to restore.","notes,information-systems-operations-business-resilience"
Incremental backup (information systems operations business resilience),"changes since the last backup of any type. Fastest to take, slowest to restore, needs the full plus every increment.","notes,information-systems-operations-business-resilience"
Differential backup (information systems operations business resilience),changes since the last full backup. Middle ground: restore needs the full plus the latest differential only.,"notes,information-systems-operations-business-resilience"
Offsite storage (information systems operations business resilience),protects against site loss. Rotation and transport controls matter.,"notes,information-systems-operations-business-resilience"
Grandfather-father-son (information systems operations business resilience),a generational retention scheme.,"notes,information-systems-operations-business-resilience"
Restoration testing (information systems operations business resilience),"the only proof a backup works. Untested backups are the classic finding, because failure is discovered during the incident.","notes,information-systems-operations-business-resilience"
Business continuity plan (BCP) (information systems operations business resilience),keeping business processes running during disruption. Business-led.,"notes,information-systems-operations-business-resilience"
Disaster recovery plan (DRP) (information systems operations business resilience),restoring IT services. A component of the BCP.,"notes,information-systems-operations-business-resilience"
Business impact analysis (BIA) (information systems operations business resilience),"identifies critical processes, dependencies, and impact over time. Always the first step.","notes,information-systems-operations-business-resilience"
RTO (information systems operations business resilience),how quickly a process must be restored.,"notes,information-systems-operations-business-resilience"
RPO (information systems operations business resilience),how much data loss is tolerable. RPO drives backup frequency.,"notes,information-systems-operations-business-resilience"
MTD / MTO (information systems operations business resilience),maximum tolerable downtime before unacceptable consequences.,"notes,information-systems-operations-business-resilience"
Service delivery objective (SDO) (information systems operations business resilience),the level of service required in the alternate mode.,"notes,information-systems-operations-business-resilience"
Checklist review (information systems operations business resilience),"the plan is distributed and reviewed. Least disruptive, least assurance.","notes,information-systems-operations-business-resilience"
Structured walkthrough / tabletop (information systems operations business resilience),team talks through the scenario.,"notes,information-systems-operations-business-resilience"
Simulation (information systems operations business resilience),a realistic scenario is role-played without affecting production.,"notes,information-systems-operations-business-resilience"
Parallel test (information systems operations business resilience),recovery systems run alongside production; results compared. No production impact.,"notes,information-systems-operations-business-resilience"
Full interruption test (information systems operations business resilience),"production is stopped and recovery takes over. Highest assurance, highest risk, requires management approval.","notes,information-systems-operations-business-resilience"
Information security governance (protection of information assets),"direction, accountability, and monitoring for security. Owned by senior management, not by the security team alone.","notes,protection-of-information-assets"
Information security policy (protection of information assets),"the mandate. Must be approved by senior management and communicated, or it is unenforceable.","notes,protection-of-information-assets"
Data classification (protection of information assets),"the foundation. Protection should be proportionate to sensitivity, and you cannot be proportionate without classification.","notes,protection-of-information-assets"
Asset inventory (protection of information assets),you cannot protect what you have not identified.,"notes,protection-of-information-assets"
Privacy by design (protection of information assets),building privacy protections into systems from the start.,"notes,protection-of-information-assets"
Data privacy principles (protection of information assets),"purpose limitation, data minimisation, accuracy, storage limitation, and accountability.","notes,protection-of-information-assets"
Identification (protection of information assets),claiming an identity.,"notes,protection-of-information-assets"
Authorisation (protection of information assets),what the proven identity may do.,"notes,protection-of-information-assets"
Accountability (protection of information assets),"attributing actions to an individual. Shared accounts destroy accountability, which is why they are a standing finding.","notes,protection-of-information-assets"
Biometrics (protection of information assets),"measured by false acceptance rate (FAR, wrongly admitting an impostor), false rejection rate (FRR, wrongly rejecting a legitimate user), and the crossover error rate (CER, where FAR equals FRR). Lower CER means a better system. FAR is the security-critical measure.","notes,protection-of-information-assets"
Single sign-on (SSO) (protection of information assets),"one authentication grants access to many systems. Improves user experience and password hygiene, but concentrates risk in one credential.","notes,protection-of-information-assets"
Privileged access management (PAM) (protection of information assets),"controlled issuance, monitoring, and rotation of administrative credentials.","notes,protection-of-information-assets"
Access provisioning and deprovisioning (protection of information assets),"joiner, mover, leaver. Failure to revoke access on termination is among the most frequently reported audit findings.","notes,protection-of-information-assets"
User access review (recertification) (protection of information assets),"periodic confirmation by the data owner that access remains appropriate. Performed by the business owner, not by IT.","notes,protection-of-information-assets"
Least privilege and need to know (protection of information assets),minimum access required for the role and the task.,"notes,protection-of-information-assets"
Discretionary access control (DAC) (protection of information assets),the data owner grants access at their discretion.,"notes,protection-of-information-assets"
Mandatory access control (MAC) (protection of information assets),"access determined by labels and clearances, enforced by the system. Used where classification is legally mandated.","notes,protection-of-information-assets"
Role-based access control (RBAC) (protection of information assets),access derived from job role. Scales well and simplifies recertification.,"notes,protection-of-information-assets"
Attribute-based access control (ABAC) (protection of information assets),"decisions from attributes of user, resource, and context.","notes,protection-of-information-assets"
Firewall types (protection of information assets),packet filtering inspects headers; stateful tracks connections; application-layer (proxy) understands protocol content and is the most thorough but slowest.,"notes,protection-of-information-assets"
DMZ (protection of information assets),"a screened subnet hosting internet-facing services, separating them from the internal network.","notes,protection-of-information-assets"
IDS versus IPS (protection of information assets),detection and alerting versus inline prevention.,"notes,protection-of-information-assets"
Network segmentation (protection of information assets),limits lateral movement and reduces audit scope.,"notes,protection-of-information-assets"
VPN (protection of information assets),encrypted tunnel over an untrusted network.,"notes,protection-of-information-assets"
Data loss prevention (DLP) (protection of information assets),detects and blocks sensitive data leaving the organisation.,"notes,protection-of-information-assets"
Endpoint protection (protection of information assets),"anti-malware, host firewall, and EDR telemetry.","notes,protection-of-information-assets"
Patch management (protection of information assets),"risk-prioritised, tested, and evidenced. The absence of a defined patch cycle is a finding regardless of how current systems happen to be.","notes,protection-of-information-assets"
Symmetric encryption (protection of information assets),"one shared key, fast, suited to bulk data. Key distribution is the problem. AES is the standard.","notes,protection-of-information-assets"
Asymmetric encryption (protection of information assets),"public and private key pair, slow, solves key distribution. RSA and ECC.","notes,protection-of-information-assets"
Hybrid approach (protection of information assets),"asymmetric to exchange a symmetric session key, then symmetric for the data. This is how TLS works.","notes,protection-of-information-assets"
Hashing (protection of information assets),"one-way fixed-length digest, used for integrity. SHA-256 is current; MD5 and SHA-1 are broken for collision resistance.","notes,protection-of-information-assets"
Digital signature (protection of information assets),"hash of the message encrypted with the sender's *private* key. Provides integrity, authentication, and non-repudiation. It does not provide confidentiality.","notes,protection-of-information-assets"
Encryption for confidentiality (protection of information assets),encrypt with the recipient's *public* key so only their private key can read it.,"notes,protection-of-information-assets"
Public key infrastructure (PKI) (protection of information assets),"certificate authorities, registration authorities, certificates, and revocation lists (CRL/OCSP) binding identities to public keys.","notes,protection-of-information-assets"
Key management (protection of information assets),"generation, distribution, storage, rotation, and destruction. Weak key management defeats strong algorithms, and is what auditors actually test.","notes,protection-of-information-assets"
Layered physical controls (protection of information assets),"perimeter, building, floor, room, cabinet.","notes,protection-of-information-assets"
Access control vestibule (mantrap) (protection of information assets),"admits one person at a time, defeating tailgating.","notes,protection-of-information-assets"
Badge and biometric entry (protection of information assets),with logging and periodic review of who holds access.,"notes,protection-of-information-assets"
CCTV (protection of information assets),"detective, and a deterrent. Retention must match investigation needs.","notes,protection-of-information-assets"
Visitor management (protection of information assets),registration and escort in sensitive areas.,"notes,protection-of-information-assets"
Fire suppression (protection of information assets),water-based systems risk equipment; gas-based (clean agent) suppresses without residue. Detection should precede suppression.,"notes,protection-of-information-assets"
Environmental monitoring (protection of information assets),"temperature, humidity, and water detection under raised floors.","notes,protection-of-information-assets"
Logging and monitoring (protection of information assets),"logs must be complete, protected from modification, time-synchronised, and actually reviewed. Collected-but-unreviewed logs are a finding.","notes,protection-of-information-assets"
SIEM (protection of information assets),correlation and alerting across sources.,"notes,protection-of-information-assets"
Security incident response plan (protection of information assets),"roles, escalation, communication, and evidence handling.","notes,protection-of-information-assets"
Forensic readiness (protection of information assets),chain of custody and imaging procedures defined in advance.,"notes,protection-of-information-assets"
Penetration testing (protection of information assets),"authorised simulated attack. Scope, rules of engagement, and written authorisation are mandatory.","notes,protection-of-information-assets"
Vulnerability assessment (protection of information assets),identifies weaknesses; it does not exploit them. Penetration testing does.,"notes,protection-of-information-assets"
Testing access controls (protection of information assets),"request a user listing, sample accounts, and trace back to authorised approvals. Look for terminated employees with live accounts.","notes,protection-of-information-assets"
