Question,Answer,Tags
Memory-optimized (core services),Higher memory ratio (VM.Standard.E4.Flex with more RAM),"notes,core-services"
VM.Standard.E4.Flex (core services),"1-64 OCPUs, 1-1024 GB RAM","notes,core-services"
VM.Optimized3.Flex (core services),"1-18 OCPUs, optimized for compute","notes,core-services"
BM.Standard.E4.128 (core services),Fixed 128 OCPUs,"notes,core-services"
Persistent (core services),Survives instance termination,"notes,core-services"
Durable (core services),99.9% durability,"notes,core-services"
Detachable (core services),Can detach and reattach to different instances,"notes,core-services"
Performance (core services),"Up to 420 IOPS/GB, 480 MB/s throughput","notes,core-services"
Size (core services),50 GB to 32 TB per volume,"notes,core-services"
Encryption (core services),Always encrypted at rest and in transit,"notes,core-services"
Bronze (core services),"Monthly backups, 12 months retention","notes,core-services"
Silver (core services),"Weekly backups, 4 weeks retention","notes,core-services"
Gold (core services),"Daily, weekly, monthly, yearly backups","notes,core-services"
Durability (core services),99.999999999% (11 nines),"notes,core-services"
Regional (core services),Data stored in single region (can replicate),"notes,core-services"
Flat namespace (core services),Buckets contain objects,"notes,core-services"
Access methods (core services),"Console, CLI, API, SDK","notes,core-services"
Versioning (core services),Optional object versioning,"notes,core-services"
Name (core services),Unique within namespace,"notes,core-services"
Storage Tier (core services),"Standard, Archive","notes,core-services"
Public Access (core services),"Public, private, or object-level","notes,core-services"
Backup and Archive (core services),Long-term data retention,"notes,core-services"
Content Distribution (core services),Static website hosting,"notes,core-services"
Big Data (core services),Data lake storage,"notes,core-services"
Application Storage (core services),"User uploads, logs","notes,core-services"
Disaster Recovery (core services),Cross-region replication,"notes,core-services"
Concurrent access (core services),Multiple instances can mount,"notes,core-services"
Scalable (core services),Automatic scaling (8 EB max),"notes,core-services"
Snapshots (core services),Point-in-time copies,"notes,core-services"
Shared Application Storage (core services),Multiple instances accessing same data,"notes,core-services"
Content Management (core services),Shared media files,"notes,core-services"
Development Environments (core services),Shared code repositories,"notes,core-services"
Big Data Analytics (core services),Shared datasets,"notes,core-services"
Home Directories (core services),User home directories,"notes,core-services"
Restore Required (core services),Objects must be restored before access (1 hour),"notes,core-services"
Lowest Cost (core services),Cheapest storage option,"notes,core-services"
Retrieval Fees (core services),Pay for data retrieval,"notes,core-services"
Private (core services),Isolated from internet by default,"notes,core-services"
CIDR Block (core services),"IPv4 address range (e.g., 10.0.0.0/16)","notes,core-services"
Subnets (core services),Subdivisions of VCN,"notes,core-services"
Customizable (core services),Full control over network topology,"notes,core-services"
Best Practice (core services),Use regional subnets,"notes,core-services"
Protocol (core services),"TCP, UDP, ICMP, all","notes,core-services"
Port Range (core services),Specific ports or all,"notes,core-services"
Action (core services),Allow (deny is implicit),"notes,core-services"
TLS (core services),Encrypted connection (default),"notes,core-services"
mTLS (core services),Mutual TLS (wallet required),"notes,core-services"
Private Endpoint (core services),VCN-only access,"notes,core-services"
Public Endpoint (core services),Internet access (with ACLs),"notes,core-services"
License Included (core services),Pay for license with service,"notes,core-services"
BYOL (core services),Bring Your Own License (lower cost),"notes,core-services"
HIGH (core services),"Highest resources, lowest concurrency","notes,core-services"
LOW (core services),"Lowest resources, highest concurrency","notes,core-services"
Enterprise Edition (core services),Advanced features,"notes,core-services"
Data Guard (core services),Standby database for DR,"notes,core-services"
RAC (core services),Real Application Clusters (multi-node),"notes,core-services"
Block Volume (core services),"Network-attached, persistent, 50GB-32TB","notes,core-services"
Object Storage (core services),"Unlimited, regional, 11 nines durability","notes,core-services"
File Storage (core services),"NFS, shared access, automatic scaling","notes,core-services"
Archive Storage (core services),"Restore required, 90-day minimum","notes,core-services"
VCN (core services),"Regional, private by default","notes,core-services"
Public Subnet (core services),"Internet Gateway route, public IPs","notes,core-services"
Private Subnet (core services),"No public IPs, NAT Gateway for outbound","notes,core-services"
Regional Subnets (core services),Preferred over AD-specific,"notes,core-services"
IGW (core services),Bi-directional internet,"notes,core-services"
NAT (core services),Outbound-only internet,"notes,core-services"
SGW (core services),Private access to Oracle Services,"notes,core-services"
DRG (core services),"VCN peering, hybrid connectivity","notes,core-services"
Security Lists (core services),Apply to subnets,"notes,core-services"
NSGs (core services),"Apply to VNICs, more flexible","notes,core-services"
Autonomous (core services),"Self-driving, self-securing, self-repairing","notes,core-services"
ATP (core services),Transaction processing (OLTP),"notes,core-services"
ADW (core services),Data warehouse (OLAP),"notes,core-services"
DB Systems (core services),Traditional Oracle DB on VM/BM,"notes,core-services"
MySQL (core services),Fully managed MySQL,"notes,core-services"
Load Balancer (core services),"Layer 7, flexible bandwidth","notes,core-services"
Network Load Balancer (core services),"Layer 4, ultra-low latency","notes,core-services"
Authentication (security iam observability),Who are you? (User identity),"notes,security-iam-observability"
Authorization (security iam observability),What can you do? (Permissions via policies),"notes,security-iam-observability"
Least Privilege (security iam observability),Grant minimum necessary permissions,"notes,security-iam-observability"
Zero Trust (security iam observability),Verify every access request,"notes,security-iam-observability"
Local Users (security iam observability),Created in OCI IAM,"notes,security-iam-observability"
Federated Users (security iam observability),From external IdP,"notes,security-iam-observability"
Subject (security iam observability),"Who (group, dynamic group, any-user)","notes,security-iam-observability"
Verb (security iam observability),"What action (inspect, read, use, manage)","notes,security-iam-observability"
Resource-type (security iam observability),"What resource (instances, volumes, databases)","notes,security-iam-observability"
Location (security iam observability),"Where (tenancy, compartment)","notes,security-iam-observability"
Conditions (security iam observability),Optional constraints,"notes,security-iam-observability"
Centralized Identity (security iam observability),Single identity source,"notes,security-iam-observability"
SSO (security iam observability),Single Sign-On experience,"notes,security-iam-observability"
No duplicate accounts (security iam observability),Users managed in IdP,"notes,security-iam-observability"
Enterprise compliance (security iam observability),Meet corporate identity policies,"notes,security-iam-observability"
Configuration Detector (security iam observability),Finds misconfigurations,"notes,security-iam-observability"
Activity Detector (security iam observability),Detects suspicious activities,"notes,security-iam-observability"
Threat Detector (security iam observability),Identifies known threats,"notes,security-iam-observability"
Automatic (security iam observability),Fix issues automatically,"notes,security-iam-observability"
Manual (security iam observability),Notify for manual resolution,"notes,security-iam-observability"
Encryption (security iam observability),Resources must use encryption,"notes,security-iam-observability"
Public Access (security iam observability),Buckets cannot be public,"notes,security-iam-observability"
Network (security iam observability),Security lists must have restrictive rules,"notes,security-iam-observability"
Auditing (security iam observability),Audit logging must be enabled,"notes,security-iam-observability"
Backups (security iam observability),Databases must have backup configured,"notes,security-iam-observability"
Production Workloads (security iam observability),Always use security zones,"notes,security-iam-observability"
Development (security iam observability),Consider relaxed zones for flexibility,"notes,security-iam-observability"
Testing (security iam observability),Test deployments in non-security-zone first,"notes,security-iam-observability"
Gradual Adoption (security iam observability),Start with specific compartments,"notes,security-iam-observability"
AES (security iam observability),"16, 24, or 32 bytes (128, 192, 256 bits)","notes,security-iam-observability"
RSA (security iam observability),"256, 384, 512 bytes (2048, 3072, 4096 bits)","notes,security-iam-observability"
ECDSA (security iam observability),"P-256, P-384, P-521 curves","notes,security-iam-observability"
OK (security iam observability),Metric below threshold,"notes,security-iam-observability"
Firing (security iam observability),"Metric above threshold, alarm triggered","notes,security-iam-observability"
Reset (security iam observability),"Alarm was firing, now OK","notes,security-iam-observability"
Audit Logs (security iam observability),IAM and API activity (enabled by default),"notes,security-iam-observability"
VCN Flow Logs (security iam observability),Network traffic,"notes,security-iam-observability"
Load Balancer Logs (security iam observability),Access and error logs,"notes,security-iam-observability"
Who (security iam observability),User or principal making request,"notes,security-iam-observability"
What (security iam observability),API operation performed,"notes,security-iam-observability"
Where (security iam observability),Resource and compartment,"notes,security-iam-observability"
Status (security iam observability),Success or failure,"notes,security-iam-observability"
EMAIL (security iam observability),Email notifications,"notes,security-iam-observability"
PAGERDUTY (security iam observability),PagerDuty integration,"notes,security-iam-observability"
SMS (security iam observability),Text messages (limited regions),"notes,security-iam-observability"
Event Type (security iam observability),What triggers the rule,"notes,security-iam-observability"
Actions (security iam observability),"What happens (notification, function, streaming)","notes,security-iam-observability"
Compute (security iam observability),OCPU-hours or OCPU-seconds,"notes,security-iam-observability"
Database (security iam observability),OCPU-hours + storage,"notes,security-iam-observability"
Cost Overview (security iam observability),Daily costs by service,"notes,security-iam-observability"
Usage Reports (security iam observability),Resource usage details,"notes,security-iam-observability"
Forecast (security iam observability),Predicted future costs,"notes,security-iam-observability"
Users (security iam observability),Individual identities,"notes,security-iam-observability"
Groups (security iam observability),Collections of users,"notes,security-iam-observability"
Policies (security iam observability),Permissions (Allow group to verb resource in location),"notes,security-iam-observability"
Dynamic Groups (security iam observability),Resource-based groups,"notes,security-iam-observability"
Verbs (security iam observability),inspect < read < use < manage,"notes,security-iam-observability"
Cloud Guard (security iam observability),Detection and response,"notes,security-iam-observability"
Security Zones (security iam observability),Prevention (blocks violations),"notes,security-iam-observability"
Vault (security iam observability),Key and secret management,"notes,security-iam-observability"
Metrics (security iam observability),Time-series data (1-min granularity),"notes,security-iam-observability"
Alarms (security iam observability),Threshold-based alerts,"notes,security-iam-observability"
Logs (security iam observability),Service and custom logs,"notes,security-iam-observability"
Notifications (security iam observability),Pub/sub messaging,"notes,security-iam-observability"
PAYG (security iam observability),"No commitment, per-second billing","notes,security-iam-observability"
Monthly Flex (security iam observability),"Monthly commitment, discounts","notes,security-iam-observability"
Annual Flex (security iam observability),"Annual commitment, best discounts","notes,security-iam-observability"
BYOL (security iam observability),Use existing licenses,"notes,security-iam-observability"
Monitoring (security iam observability),Metrics and alarms,"notes,security-iam-observability"
Logging (security iam observability),Log collection and search,"notes,security-iam-observability"
Events (security iam observability),State change triggers,"notes,security-iam-observability"
Basic (security iam observability),"Included, no direct support","notes,security-iam-observability"
Premier (security iam observability),"Paid, 24/7 support","notes,security-iam-observability"
