Question,Answer,Tags
Sidecar (traffic management virtualservice destinationrule),"scopes a workload's view of the mesh (limit egress hosts, narrow ports)","notes,traffic-management-virtualservice-destinationrule"
WorkloadEntry (traffic management virtualservice destinationrule),registers non-Kubernetes workloads (VMs),"notes,traffic-management-virtualservice-destinationrule"
Subsets (traffic management virtualservice destinationrule),"named groups of endpoints by label, used by VirtualService","notes,traffic-management-virtualservice-destinationrule"
Load balancer (traffic management virtualservice destinationrule),"ROUND_ROBIN, LEAST_REQUEST, RANDOM, PASSTHROUGH, consistent hash","notes,traffic-management-virtualservice-destinationrule"
Connection pool (traffic management virtualservice destinationrule),limits to prevent overload,"notes,traffic-management-virtualservice-destinationrule"
Outlier detection (traffic management virtualservice destinationrule),client-side circuit breaking based on consecutive errors,"notes,traffic-management-virtualservice-destinationrule"
TLS (traffic management virtualservice destinationrule),"client TLS settings per destination (DISABLE, SIMPLE, MUTUAL, ISTIO_MUTUAL)","notes,traffic-management-virtualservice-destinationrule"
PeerAuthentication (security mtls authn authz),workload-to-workload authentication (mTLS modes),"notes,security-mtls-authn-authz"
RequestAuthentication (security mtls authn authz),end-user authentication (JWT validation),"notes,security-mtls-authn-authz"
AuthorizationPolicy (security mtls authn authz),who can do what,"notes,security-mtls-authn-authz"
STRICT (security mtls authn authz),only accept mTLS connections; reject plaintext,"notes,security-mtls-authn-authz"
PERMISSIVE (security mtls authn authz),accept both mTLS and plaintext (default),"notes,security-mtls-authn-authz"
DISABLE (security mtls authn authz),do not use mTLS,"notes,security-mtls-authn-authz"
ALLOW (security mtls authn authz),"if any rule matches, allow; otherwise deny (when an ALLOW exists for that workload)","notes,security-mtls-authn-authz"
DENY (security mtls authn authz),"if any rule matches, deny","notes,security-mtls-authn-authz"
CUSTOM (security mtls authn authz),invoke external authz (envoy ext_authz),"notes,security-mtls-authn-authz"
AUDIT (security mtls authn authz),log without enforcing,"notes,security-mtls-authn-authz"
Metrics (observability metrics traces logs),"standard request metrics (count, latency, bytes) tagged with rich labels","notes,observability-metrics-traces-logs"
Distributed tracing (observability metrics traces logs),"spans for each hop, with propagation headers","notes,observability-metrics-traces-logs"
Access logs (observability metrics traces logs),per-request log lines in Envoy format,"notes,observability-metrics-traces-logs"
default (installation istioctl helm operator),production-ready baseline,"notes,installation-istioctl-helm-operator"
demo (installation istioctl helm operator),"includes addons (Bookinfo, Prometheus, Grafana, Jaeger, Kiali); for learning","notes,installation-istioctl-helm-operator"
minimal (installation istioctl helm operator),"just istiod, no gateways, no addons","notes,installation-istioctl-helm-operator"
ambient (installation istioctl helm operator),ambient mode (ztunnel + waypoint architecture),"notes,installation-istioctl-helm-operator"
empty (installation istioctl helm operator),starting point for fully custom configs,"notes,installation-istioctl-helm-operator"
preview (installation istioctl helm operator),latest experimental features,"notes,installation-istioctl-helm-operator"
remote (installation istioctl helm operator),for multi-cluster remote configurations,"notes,installation-istioctl-helm-operator"
Single network (multi cluster and ambient mesh),pods in different clusters can reach each other directly (flat network),"notes,multi-cluster-and-ambient-mesh"
Multi-network (multi cluster and ambient mesh),clusters are isolated; communication via gateways,"notes,multi-cluster-and-ambient-mesh"
Primary-Remote (multi cluster and ambient mesh),one cluster runs istiod; others (remote) connect to it,"notes,multi-cluster-and-ambient-mesh"
Multi-Primary (multi cluster and ambient mesh),each cluster runs istiod; they share root CA and trust each other,"notes,multi-cluster-and-ambient-mesh"
External Control Plane (multi cluster and ambient mesh),istiod runs outside any data cluster (often on a management cluster),"notes,multi-cluster-and-ambient-mesh"
